deal_num,tar_status,tar_ent_type,tar_legal_form,tar_incorp_d,tar_bvd_indep,tar_acct_types,tar_filing_type,tar_last_acct_d,tar_acct_pub,acq_status,acq_ent_type,acq_legal_form,acq_incorp_d,acq_bvd_indep,acq_acct_types,acq_filing_type,acq_last_acct_d,acq_acct_pub,ven_status,ven_ent_type,ven_legal_form,ven_incorp_d,ven_bvd_indep,ven_acct_types,ven_filing_type,ven_last_acct_d,ven_acct_pub,tar_name,tar_bvd_id_num,tar_orbis_id_num,acq_name,acq_bvd_id_num,acq_orbis_id_num,ven_name,ven_bvd_id_num,ven_orbis_id_num,tar_incorp_d_year,tar_last_acct_d_year,acq_incorp_d_year,acq_last_acct_d_year,ven_incorp_d_year,ven_last_acct_d_year
2007085589.0,Active,Company,Private limited company,2017,D,No recent Cons. & Uncons.,Local registry filing,2020-06-30,MYR,Active,Company,Private limited company,2011,D,Consolidated,Local registry filing,2023-12-31,MYR,Active,Company,Private limited company,2017-02-20 00:00:00,D,No recent Cons. & Uncons.,Local registry filing,2020-06-30,SGD,XENDITY SDN BHD,MY1253826-D,481530846,INNOV8TIF HOLDINGS SDN BHD,MY958965-W,237049392,XENDITY PTE LTD,SG201704574Z,350168895,2017.0,2020.0,2011.0,2023.0,2017.0,2020.0
1907143708.0,Unknown,Company,Limited liability company,2004-12-29 00:00:00,D,No recent Unconso.,Local registry filing,2017-12-31,CNY,Active,Company,Joint stock company,1998-05-14 00:00:00,C+,Consolidated,Annual report,2025-03-31,CNY,Active,Company,Limited liability company,1998-08-06 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,CNY,"ROLITE NEW ENERGY INDUSTRIES CO., LTD",CN9367121403,177495244,NORINCO INTERNATIONAL COOPERATION LTD,CN30979PC,037434979,"NORINCO INDUSTRIAL TECHNOLOGY CO., LTD",CN9366714212,196210512,2004.0,2017.0,1998.0,2025.0,1998.0,2023.0
447401.0,Dissolved (merger or take-over),Company,Private limited company - OY,1994-06-08 00:00:00,-,No recent Unconso.,Local registry filing,2012-12-31,EUR,Active,Company,Public limited company - OYJ,1997-09-30 00:00:00,B+,Consolidated,Annual report,2024-12-31,EUR,,,,,,,,,,SUOMEN TURVAKAMERA OY,FI09706675,003197237,TELESTE OYJ,FI11022678,003206519,,,,1994.0,2012.0,1997.0,2024.0,,
1941682484.0,Dissolved (merger or take-over),Company,Joint stock company - K.K.,1975,-,No recent Unconso.,Local registry filing,2021-03-31,JPY,Active,Company,Public limited company,1985-01-18 00:00:00,A+,Cons. & Uncons.,Annual report,2024-09-30,JPY,,Individuals/Families,,,U,,,,,"SOFTWARE CREATION CO., LTD",JP4020001073436,055382748,COMTURE CORPORATION,JP3010701015193,051058797,MR HAJIME MACHIDA,,,1975.0,2021.0,1985.0,2024.0,,
1941533123.0,Active,Company,Private limited liability company - GmbH,2005-11-09 00:00:00,D,Unconsolidated,Local registry filing,2023-10-31,EUR,Active,Company,Joint stock company - A.S.,1992-01-04 00:00:00,B+,Cons. & Uncons.,Annual report,2024-10-31,EUR,,Company,,,U,,,,,MUTTERERALM BERGBAHNEN ERRICHTUNGS GMBH,AT9050107358,031101874,TATRY MOUNTAIN RESORTS AS,SK31560636,006334824,TOURISMUSVERBAND INNSBRUCK UND SEINE FERIENDORFER,ATLEI595849,048733032,2005.0,2023.0,1992.0,2024.0,,
,,,,,,,,,,,,,,,,,,,,Government,,,-,,,,,,,,,,,GEMEINDE MUTTERS,AT*770462910,073301739,,,,,,
,,,,,,,,,,,,,,,,,,,,Government,,,-,,,,,,,,,,,GEMEINDE GOTZENS,AT*110191147964,073301751,,,,,,
379525.0,Dissolved,Company,Private limited company,1997-10-08 00:00:00,-,No recent Cons. & Uncons.,Local registry filing,2004-12-31,GBP,Active,Company,Limited company,1986,D,No recent Conso.,Annual report,2015-06-30,GBP,,,,,,,,,,DE FACTO COMMUNICATIONS LTD,GB03449094,004695974,CHIME COMMUNICATIONS PLC,GB01983857,004179026,,,,1997.0,2004.0,1986.0,2015.0,,
1941220090.0,Active,Company,Private limited company by shares,2016-04-22 00:00:00,D,Unconsolidated,Local registry filing,2021-12-31,EUR,In liquidation,Company,"Public company, AIM",2016-05-28 00:00:00,A+,Consolidated,Local registry filing,2022-12-31,GBP,,,,,,,,,,RINOCLOUD LTD,IE581277,288776974,INTEGUMEN PLC,GB10205396,289142748,,,,2016.0,2021.0,2016.0,2022.0,,
2007329133.0,Active,Company,Limited liability company,2003,D,Cons. & Uncons.,Local registry filing,2023-12-31,MYR,Active,Company,Public limited company,2013,A+,Consolidated,Annual report,2025-03-31,MYR,,Individuals/Families,,,U,,,,,HIGHBASE STRATEGIC SDN BHD,MY637184-W,134769806,GFM SERVICES BHD,MY1033141-H,312023136,MR NOOR JASNI BIN ZAKARIA,,,2003.0,2023.0,2013.0,2025.0,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MS NORLIZA BINTI MOHD,,,,,,,,
102096.0,Dissolved,Company,Joint stock company - ab,1992-12-28 00:00:00,-,No recent Cons. & Uncons.,Local registry filing,2002-12-31,EUR,Active,Company,Limited company - A/S,1989,U,Consolidated,Annual report,2025-03-31,DKK,,,,,,,,,,KALNAPILIS AB,LT247671990,005381701,BRYGGERIGRUPPEN A/S,DK41956712,002932661,,,,1992.0,2002.0,1989.0,2025.0,,
2007828022.0,Active,Company,Limited liability company,2017-03-15 00:00:00,U,No recent limited financial data,Local registry filing,2018-12-31,CNY,Active,Company,Joint stock company,1999,A+,Consolidated,Annual report,2025-03-31,CNY,Active,Company,Limited liability company,2015-05-13 00:00:00,U,Unconsolidated,Local registry filing,2023-12-31,CNY,"HENAN YIFENG ELECTRONIC NEW MATERIALS CO., LTD",CN9412091470,391139974,"DO-FLUORIDE NEW MATERIALS CO., LTD",CN32198PC,284035252,"JIAOZUO DO-FLUORIDE INDUSTRIAL GROUP CO., LTD",CN9395817070,334958149,2017.0,2018.0,1999.0,2025.0,2015.0,2023.0
1633064392.0,Dissolved (liquidation),Company,,1991-06-12 00:00:00,-,No recent Unconso.,Annual report,2014-03-31,JPY,,Company,,,-,,,,,,,,,,,,,,INSPIRE INC.,JP5010001136143,001896217,"PIERAREJEUNNE CO., LTD",JP*190621205027,056237910,,,,1991.0,2014.0,,,,
2007749520.0,Active,Company,Joint stock company - K.K.,1961-03-01 00:00:00,D,Unconsolidated,Local registry filing,2024-03-31,JPY,Active,Company,Joint stock company - K.K.,1961-07-01 00:00:00,U,Limited financial data,Local registry filing,2024-12-31,JPY,Active,Company,Public limited company,1956,A+,Cons. & Uncons.,Annual report,2024-09-30,JPY,TACHIBANA SEIKI KK,JP2122001004775,054038978,KOYO CORPORATION,JP4120101002185,054085043,"MUTO SEIKO CO., LTD",JP8200001007025,051058541,1961.0,2024.0,1961.0,2024.0,1956.0,2024.0
535178.0,,Company,,,U,,,,,Active,Company,Incorporated business,1997-12-16 00:00:00,U,No recent Conso.,Annual report,2006-12-31,CAD,,,,,,,,,,MICODA PROCESS SYSTEMS INC.,CA173977662L,007847499,CROSSFIRE HOLDINGS INC.,CA31562NC,025967581,,,,,,1997.0,2006.0,,
1909418442.0,Dissolved,Company,Private limited liability company - AB,2010-04-01 00:00:00,-,No recent Unconso.,Local registry filing,2017-06-30,SEK,Active,Company,Public limited company,2015-05-29 00:00:00,A+,Consolidated,Annual report,2024-06-30,SEK,,,,,,,,,,WONKO MEDIA AB,SE5568037716,099353180,CATENA MEDIA PLC,MTC70858,231406172,,,,2010.0,2017.0,2015.0,2024.0,,
2007088400.0,Active,Company,Limited company by shares,2011-08-03 00:00:00,B+,Unconsolidated,Local registry filing,2024-12-31,KRW,Active,Company,Public limited company by shares,1996-06-25 00:00:00,A+,Cons. & Uncons.,Annual report,2025-03-31,KRW,,,,,,,,,,"GPI CO., LTD",KR2341110061542,134104898,"UNITRONTECH CO., LTD",KR1101111284449,046723782,,,,2011.0,2024.0,1996.0,2025.0,,
2007063799.0,Active,Company,Limited company by shares,2011-08-03 00:00:00,B+,Unconsolidated,Local registry filing,2024-12-31,KRW,Active,Company,Public limited company by shares,1996-06-25 00:00:00,A+,Cons. & Uncons.,Annual report,2025-03-31,KRW,,,,,,,,,,"GPI CO., LTD",KR2341110061542,134104898,"UNITRONTECH CO., LTD",KR1101111284449,046723782,,,,2011.0,2024.0,1996.0,2025.0,,
1941121354.0,Active,Company,Joint venture company,2002-04-01 00:00:00,D,No recent Unconso.,Local registry filing,2016-12-31,CNY,Active,Company,Limited liability company,2001,D,No recent Conso.,Annual report,2019-06-30,CNY,,Company,,,U,,,,,"WUXI XINGDA PLASTIC CHEMICAL MATERIAL CO., LTD",CN9360103795,037481358,"WUXI XINGDA NEW FOAM PLASTICS MATERIALS CO., LTD",CN45673PC,142931846,"KASEI PETROCHEMICAL INVESTMENT CO., LTD",,,2002.0,2016.0,2001.0,2019.0,,
1943102230.0,Active,Company,Private limited company,2013-06-10 00:00:00,D,Unconsolidated,Local registry filing,2024-03-31,INR,Active,Company,Public limited company,1993-01-15 00:00:00,A+,Consolidated,Annual report,2025-03-31,INR,,,,,,,,,,PADGET ELECTRONICS PVT LTD,IN0012951539,222749629,DIXON TECHNOLOGIES (INDIA) LTD,IN199575FI,067478414,,,,2013.0,2024.0,1993.0,2025.0,,
1909393731.0,Dissolved (merger or take-over),Company,Limited liability company - Sp. z.o.o.,2013,-,No recent Unconso.,Local registry filing,2015-03-31,PLN,Active,Company,Joint stock company - SA,2000,D,Cons. & Uncons.,Local registry filing,2021-12-31,PLN,Active,Company,Joint stock company - SA,1996,D,Cons. & Uncons.,Local registry filing,2022-03-31,PLN,GDANSKIE CENTRUM SERCOWO-NACZYNIOWE SP ZOO,PL221864850,161801544,AMERICAN HEART OF POLAND SA,PL072347621,037394098,SWISSMED CENTRUM ZDROWIA SA,PL191244745,012670165,2013.0,2015.0,2000.0,2021.0,1996.0,2022.0
1943111419.0,Active,Company,Proprietary limited company,2008-11-25 00:00:00,D,No recent limited financial data,Local registry filing,2015-01-01,AUD,Active,Company,Public company,2007,D,No recent Conso.,Annual report,2020-06-30,AUD,,,,,,,,,,NOVENTUS PTY LTD,AU134330046,166166862,"CITADEL GROUP LTD, THE",AU127151026,166059234,,,,2008.0,2015.0,2007.0,2020.0,,
2008032688.0,Active,Company,Limited liability company,2006-05-31 00:00:00,U,Unconsolidated,Local registry filing,2022-12-31,CNY,Active,Company,Joint stock company,1994,D,Consolidated,Annual report,2025-03-31,CNY,Active,Company,Limited liability company,2016-01-06 00:00:00,U,Limited financial data,Local registry filing,2021-12-31,CNY,"ZHEJIANG ZHONGCHEN URBAN EMERGENCY SERVICE MANAGEMENT CO., LTD",CN9382566171,274398829,"BEIJING TELESOUND ELECTRONICS CO., LTD",CN53491PC,272917569,"HUBEI DUOBAO QIBING FILM AND TELEVISION CULTURE CO., LTD",CN9395187597,282393114,2006.0,2022.0,1994.0,2025.0,2016.0,2021.0
,,,,,,,,,,,,,,,,,,,,Company,,,U,,,,,,,,,,,SHANGHAI NINGZHI OPTIMAL ENTERPRISE MANAGEMENT CENTER (LP),CN156124552873,640930989,,,,,,
,,,,,,,,,,,,,,,,,,,,Company,,,U,,,,,,,,,,,"HAINAN BEIAI TECHNOLOGY CO., LTD",CN156120692949,637201711,,,,,,
,,,,,,,,,,,,,,,,,,,,Company,,,U,,,,,,,,,,,"ZHEJIANG ZHENYUAN MINGYU GROUP CO., LTD",CN156018440085,625852188,,,,,,
,,,,,,,,,,,,,,,,,,,,Company,,,U,,,,,,,,,,,HANGZHOU ZHONGCHEN ENTERPRISE MANAGEMENT PARTNERSHIP (LP),CN156034357988,628255250,,,,,,
1601090357.0,Unknown,Company,Limited liability company - GmbH,2008-02-29 00:00:00,U,No recent limited financial data,Local registry filing,2008-01-01,EUR,Active,Company,Public limited company,2006-01-10 00:00:00,U,No recent Conso.,Annual report,2011-06-30,USD,,,,,,,,,,VENCO POWER GMBH,DE2350137664,051395477,HELIX WIND CORPORATION,US204069588,063001421,,,,2008.0,2008.0,2006.0,2011.0,,
1943326338.0,Dissolved,Company,Limited company by shares,2018-02-05 00:00:00,-,Unconsolidated,Local registry filing,2022-12-31,KRW,Active,Company,Public limited company by shares,1994-04-20 00:00:00,A,Cons. & Uncons.,Annual report,2024-12-31,KRW,,,,,,,,,,"JK LABS CO., LTD",KR1355110322178,378658731,"GW VITEK CO., LTD",KR1701110074493,049584239,,,,2018.0,2022.0,1994.0,2024.0,,
208400.0,Dissolved,Company,Private limited company,1991-04-10 00:00:00,-,No recent Unconso.,Local registry filing,2005-03-27,GBP,Active (insolvency proceedings),Company,Private limited company,2002-08-19 00:00:00,D,No recent Cons. & Uncons.,Local registry filing,2004-03-28,GBP,Dissolved,Company,Private limited company,1998-02-25 00:00:00,-,No recent Conso.,Local registry filing,2018-12-30,GBP,CARWARDINE LTD,GB02600029,004325871,OUT OF TOWN GROUP LTD,GB04514252,008659286,MADISONS COFFEE PLC,GB03517191,004736181,1991.0,2005.0,2002.0,2004.0,1998.0,2018.0
,Dissolved,Company,Private limited company,1992-01-10 00:00:00,-,No recent Unconso.,Local registry filing,2005-03-27,GBP,,,,,,,,,,Dissolved,Company,Private limited company,1998-02-25 00:00:00,-,No recent Conso.,Local registry filing,2018-12-30,GBP,CITY GOURMETS LTD,GB02678052,004349535,,,,MADISONS COFFEE PLC,GB03517191,004736181,1992.0,2005.0,,,1998.0,2018.0
1941703138.0,Active,Company,Joint stock company - K.K.,1966-07-01 00:00:00,C,Limited financial data,Local registry filing,2024-06-30,JPY,Active,Company,Joint stock company - K.K.,1981-07-01 00:00:00,D,Unconsolidated,Local registry filing,2024-06-30,JPY,,Individuals/Families,,,U,,,,,AKIKEN CIVIL ENGINEERING CONSULTANCY INC.,JP5240001000292,055278169,MEIHO ENGINEERING INC.,JP4200001014355,055439114,MR KAZUYUKI IRIE,,,1966.0,2024.0,1981.0,2024.0,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MR HIDEYUKI IRIE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MR NAOYUKI IRIE,,,,,,,,
,,,,,,,,,,,,,,,,,,,,Individuals/Families,,,U,,,,,,,,,,,MS KEIKO MITSUISHI,,,,,,,,
349159.0,Dissolved (merger or take-over),Company,One-person company with limited liability - SRLU,2000-09-14 00:00:00,-,No recent Unconso.,Local registry filing,2008-12-31,EUR,Active,Company,Public limited company,1964-10-06 00:00:00,A+,Consolidated,Annual report,2024-12-31,EUR,,,,,,,,,,MED2RAD SRL,IT01405930437,008130932,AGFA GEVAERT NV,BE0404021727,008326667,,,,2000.0,2008.0,1964.0,2024.0,,
2007595830.0,Active,Company,Public limited company,1967,D,Consolidated,Local registry filing,2023-06-30,MYR,Active,Company,Public limited company,1965,D,Consolidated,Annual report,2025-03-31,MYR,,Generic,,,U,,,,,CENTRAL CABLES BHD,MY7169-A,044533997,KUB MALAYSIA BHD,MY6022-D,007948423,SHAREHOLDERS,,,1967.0,2023.0,1965.0,2025.0,,
2007670194.0,Active,Company,Joint stock company - SA,2010,D,Cons. & Uncons.,Local registry filing,2024-12-31,PLN,Active (default of payment),Company,European company - SE,2018-07-24 00:00:00,U,Cons. & Uncons.,Local registry filing,2021-12-31,EUR,,,,,,,,,,NEXTBIKE POLSKA SA,PL021336152,103634398,TIER MOBILITY SE,DE2012825973,387408769,,,,2010.0,2024.0,2018.0,2021.0,,
1633052518.0,Active,Company,Limited company by shares,2006-09-15 00:00:00,D,Unconsolidated,Local registry filing,2024-12-31,KRW,Active,Company,Public limited company by shares,1984-09-24 00:00:00,A+,Cons. & Uncons.,Annual report,2025-03-31,KRW,,,,,,,,,,"WIN&P., LTD",KR1101113528085,047963425,"UNISON CO., LTD",KR1101110382020,006740592,,,,2006.0,2024.0,1984.0,2025.0,,
109844.0,,Company,,,U,,,,,Active,Company,Incorporated business,2000-05-08 00:00:00,D,No recent Conso.,Annual report,2008-03-31,USD,,,,,,,,,,TIERNAN COMMUNICATIONS INC.,,,RADYNE COMSTREAM INC.,US112569467,000239315,,,,,,2000.0,2008.0,,
35803.0,,Company,,,U,,,,,Active,Company,Public limited company,1933-12-18 00:00:00,A+,Consolidated,Annual report,2024-12-31,GBP,,,,,,,,,,TRATAMIENTOS SARASKETA SA,,,SENIOR ENGINEERING GROUP PLC,GB00282772,003914348,,,,,,1933.0,2024.0,,
320539.0,,Company,,,U,,,,,Active,Company,Joint stock company,1996-07-12 00:00:00,C+,Consolidated,Annual report,2025-03-31,CNY,,Company,,,U,,,,,"GANSU YUANYANG CEMENT CO., LTD",CN*HX000638253,092209968,"GANSU QILIANSHAN CEMENT CO., LTD",CN30684PC,007307012,"WUSHAN NINGYUAN CEMENT GRINDING CO., LTD",,,,,1996.0,2025.0,,
,,,,,,,,,,,,,,,,,,,,Company,,,U,,,,,,,,,,,"GANSU QILIANSHAN INDUSTRIAL DEVELOPMENT CO., LTD",,,,,,,,
1941624881.0,Active,Company,Limited liability company - SRL,1991-11-13 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,RON,Active,Company,Joint stock company - SA,1998-12-18 00:00:00,B+,Consolidated,Annual report,2024-12-31,RON,,,,,,,,,,BERG COMPUTERS SRL,RO1824000,005931365,AROBS TRANSILVANIA SOFTWARE SA,RO11291045,005757196,,,,1991.0,2023.0,1998.0,2024.0,,
2007107028.0,Active,Company,Limited liability company,2011-05-05 00:00:00,D,Limited financial data,Local registry filing,2021-12-31,CNY,Active,Company,Limited liability company,2009-07-20 00:00:00,C,Cons. & Uncons.,Local registry filing,2023-12-31,CNY,Active,Company,Joint stock company,2014,B+,Consolidated,Annual report,2024-06-30,HKD,"SHUIFU WATER INDUSTRY INVESTMENT CO., LTD",CN9382502211,422454587,"BEIJING ENTERPRISES WATER GROUP (CHINA) INVESTMENT CO., LTD",CN9400373286,284037483,"YUNNAN WATER INVESTMENT CO., LTD",CN42688PC,282446012,2011.0,2021.0,2009.0,2023.0,2014.0,2024.0
1941565688.0,Active,Company,Joint stock company - K.K.,2000-08-01 00:00:00,D,Unconsolidated,Local registry filing,2023-07-31,JPY,Active,Company,Joint stock company - K.K.,2017-04-01 00:00:00,A+,Cons. & Uncons.,Local registry filing,2024-12-31,JPY,,Generic,,,U,,,,,"D-ZERO CO., LTD",JP7290001028906,054449556,KAIZEN PLATFORM INC.,JP2010401130731,322079211,SHAREHOLDERS,,,2000.0,2023.0,2017.0,2024.0,,
1909300935.0,Active,Company,"Limited company, simplified - SAS",1993-05-01 00:00:00,D,Cons. & Uncons.,Local registry filing,2021-12-31,EUR,Active,Company,Public limited company,1990-03-27 00:00:00,A+,Consolidated,Annual report,2025-03-31,CAD,,,,,,,,,,EURO RESSOURCES SA,FR390919082,003523684,IAMGOLD CORPORATION,CA30410NC,551133238,,,,1993.0,2021.0,1990.0,2025.0,,
1941564275.0,Dissolved (merger or take-over),Company,Limited company by shares - SA/NV,1999-06-03 00:00:00,-,Unconsolidated,Local registry filing,2021-12-31,EUR,Active,Company,Public limited company,1988-12-16 00:00:00,D,Consolidated,Annual report,2024-12-31,EUR,Active,Company,Public limited company,1924-12-30 00:00:00,B+,Consolidated,Annual report,2024-12-31,EUR,LEASINVEST REAL ESTATE MANAGEMENT SA/NV,BE0466164776,002162767,LEASINVEST REAL ESTATE SCA,BE0436323915,008326733,ACKERMANS & VAN HAAREN NV,BE0404616494,008326672,1999.0,2021.0,1988.0,2024.0,1924.0,2024.0
1941632092.0,Active,Company,Public limited company,1961,D,Consolidated,Annual report,2025-03-31,NGN,Active,Company,Joint stock company,1866,A+,Consolidated,Annual report,2025-03-31,CHF,,,,,,,,,,NESTLE NIGERIA PLC,NG30002KN,016754769,NESTLE SA,CHCHE105909036,058913260,,,,1961.0,2025.0,1866.0,2025.0,,
1907017610.0,Active,Company,Joint stock company,2004,D,Consolidated,Annual report,2024-12-31,VND,Active,Company,Joint stock company,2001,A+,Consolidated,Annual report,2025-03-31,VND,,,,,,,,,,SAI GON WATER INFRASTRUCTURE CORPORATION,VN41003002620,142777796,HOCHIMINH CITY INFRASTRUCTURE INVESTMENT JOINT STOCK COMPANY,VN4103000747,032571841,,,,2004.0,2024.0,2001.0,2025.0,,
251800.0,Active,Company,"Limited company, simplified - SAS",1996-08-21 00:00:00,D,No recent Cons. & Uncons.,Local registry filing,2005-12-31,EUR,Active,Company,"Limited company, simplified - SAS",1973-01-01 00:00:00,D,Cons. & Uncons.,Local registry filing,2023-12-31,EUR,Active,Company,Limited company by shares - SA,1995-03-21 00:00:00,B+,Unconsolidated,Local registry filing,2023-12-31,EUR,CHABERT DUVAL GROUPE SA,FR408788636,003654069,CHEMINÉES PHILIPPE SA,FR301942090,003222511,ARGOS SODITIC PARTNERS SA,LULB50717,015099773,1996.0,2005.0,1973.0,2023.0,1995.0,2023.0
,,,,,,,,,,,,,,,,,,,,Company,,,U,,,,,,,,,,,FCPR LBO CROISSANCE,,,,,,,,
1943108262.0,Active,Company,Private limited company,2013,D,Consolidated,Local registry filing,2023-12-31,THB,Active,Company,Public limited company,2016,U,Consolidated,Local registry filing,2023-12-31,THB,,Generic,,,U,,,,,"MUANGTHAI NAYU CO., LTD",TH0105556039312,237522131,"ENERGY REPUBLIC CO., LTD",TH0105559037582,369788949,SHAREHOLDERS,,,2013.0,2023.0,2016.0,2023.0,,
,,,,,,,,,,,,,,,,,,,Active,Company,Private limited company,2015,D,Consolidated,Local registry filing,2023-12-31,THB,,,,,,,"SUPER EARTH ENERGY CO., LTD",TH0105558008953,307969462,,,,,2015.0,2023.0
2007172591.0,Active,Company,Private limited company,2021,D,Cons. & Uncons.,Local registry filing,2023-03-31,MYR,Active,Company,Public limited company,1993,B+,Consolidated,Annual report,2025-03-31,MYR,,,,,,,,,,SOUTHERN AUTO CAPITAL SDN BHD,MY1414879-K,537390741,PCCS GROUP BHD,MY280929-K,006533068,,,,2021.0,2023.0,1993.0,2025.0,,
1941566151.0,Active,Company,Private limited company,2009-06-17 00:00:00,C,Unconsolidated,Local registry filing,2024-03-31,GBP,Active,Company,Public limited company,2000-03-24 00:00:00,B+,Consolidated,Annual report,2024-12-31,INR,,,,,,,,,,CLEARCOMM GROUP LTD,GB06936153,071556202,STERLITE TECHNOLOGIES LTD,IN30396FI,006529815,,,,2009.0,2024.0,2000.0,2024.0,,
1647006217.0,Dissolved (liquidation),Company,Non-family company,1990-09-14 00:00:00,-,No recent Unconso.,Local registry filing,2002-12-31,TWD,Active,Company,Limited company,1997-12-31 00:00:00,D,No recent Cons. & Uncons.,Annual report,2018-09-30,TWD,,,,,,,,,,"POWER MEMORY INTERNATIONAL CO., LTD",TW23851468,012156199,"POWER QUOTIENT INTERNATIONAL CO., LTD",TW16294733,009014457,,,,1990.0,2002.0,1997.0,2018.0,,
1943342484.0,Unknown,Company,Corporation,2000,D,Unconsolidated,Local registry filing,2021-12-31,PHP,Active,Company,Corporation,1985,D,Unconsolidated,Local registry filing,2023-12-31,PHP,Active,Company,Public limited company,1980,C+,Cons. & Uncons.,Annual report,2025-02-28,JPY,ROBINSONS CONVENIENCE STORES INC.,PHA200004178,037508227,ROBINSONS SUPERMARKET CORPORATION,PH0000180566,037507979,"MINISTOP CO., LTD",JP4010001030181,051058658,2000.0,2021.0,1985.0,2023.0,1980.0,2025.0
1909478798.0,Dissolved,Company,Private limited company - OY,2014-07-28 00:00:00,-,No recent Unconso.,Local registry filing,2016-12-31,EUR,Active,Company,Private limited company - OY,2014-09-05 00:00:00,D,Unconsolidated,Local registry filing,2023-12-31,EUR,Active,Government,Municipality,,-,Limited financial data,Local registry filing,2023-01-01,EUR,LOVIISAN SATAMA OY,FI26298116,189757598,HELSINGIN SATAMA OY,FI26305558,189758070,MUNICIPALITY OF LOVIISA,FI02032639,082700444,2014.0,2016.0,2014.0,2023.0,,2023.0
1943060670.0,Dissolved,Company,Limited liability company,2000-07-25 00:00:00,-,No recent Unconso.,Local registry filing,2014-12-31,CNY,Active,Company,,1981-02-02 00:00:00,D,Cons. & Uncons.,Local registry filing,2023-12-31,CNY,Active,Company,Joint stock company,2007,B+,Consolidated,Annual report,2025-03-31,CNY,"GUANGZHOU HAIGE INTELLIGENT TECHNOLOGY CO., LTD",CN9378686455,331790806,"GUANGZHOU RADIO GROUP CO., LTD",CN9360118704,284059571,GUANGZHOU HAIGE COMMUNICATIONS GROUP INCORPORATED COMPANY,CN40128PC,102657237,2000.0,2014.0,1981.0,2023.0,2007.0,2025.0
1601147748.0,Dissolved,Company,One-person company with limited liability - SLU,1992-12-22 00:00:00,-,No recent Unconso.,Local registry filing,2009-12-31,EUR,Active,Company,Public limited company,1969,D,Consolidated,Annual report,2024-12-31,EUR,Dissolved,Company,Joint stock company,1979,-,No recent Conso.,Annual report,2009-06-30,EUR,OLYMPIA EMPLEO ETT SL,ESB60214996,003130305,SYNERGIE SA,FR329925010,003302779,OLYMPIA FLEXGROUP AG,DE5050543943,031132324,1992.0,2009.0,1969.0,2024.0,1979.0,2009.0
2007349981.0,Active,Company,Public limited company,1967,D,Consolidated,Local registry filing,2023-06-30,MYR,Active,Company,Public limited company,1965,D,Consolidated,Annual report,2025-03-31,MYR,,Generic,,,U,,,,,CENTRAL CABLES BHD,MY7169-A,044533997,KUB MALAYSIA BHD,MY6022-D,007948423,SHAREHOLDERS,,,1967.0,2023.0,1965.0,2025.0,,
1907036197.0,,Division,,,U,,,,,Active,Company,Public limited company,1981,A+,Cons. & Uncons.,Annual report,2024-09-30,JPY,Active,Company,Public limited company,1964,A+,Cons. & Uncons.,Annual report,2024-09-30,JPY,TEAC CORPORATION'S DATA STORAGE DEVICE MANUFACTURING BUSINESS,,,ALMEDIO INC.,JP1012701001142,001882940,TEAC CORPORATION,JP7013401005312,051056709,,,1981.0,2024.0,1964.0,2024.0
1601323664.0,Inactive (no precision),Company,Joint stock company - AS,1980,-,No recent Conso.,Annual report,2013-12-31,TRY,Active,Company,Public limited company,1980-09-22 00:00:00,D,Consolidated,Annual report,2025-03-31,TRY,,,,,,,,,,DOGAN YAYIN HOLDING AS,TR30273ET,015198404,DOGAN SIRKETLER GRUBU HOLDING AS,TR30272ET,015198403,,,,1980.0,2013.0,1980.0,2025.0,,
1633119127.0,Dissolved,Company,Limited liability company,2007-09-30 00:00:00,-,No recent Unconso.,Local registry filing,2017-12-31,CNY,Active,Company,Limited liability company,1986-11-25 00:00:00,D,Unconsolidated,Local registry filing,2021-12-31,CNY,Active,Company,Joint stock company,1997-01-08 00:00:00,B+,Consolidated,Annual report,2025-03-31,CNY,"BEIJING ZHONGCHU LOGISTICS CO., LTD",CN9360866196,147413768,CHINA NATIONAL MATERIALS STORAGE AND TRANSPORTATION CORPORATION,CN9360643958,074062739,"ZHONGCHU DEVELOPMENT STOCK CO., LTD",CN31001PC,009138025,2007.0,2017.0,1986.0,2021.0,1997.0,2025.0
204302.0,Dissolved,Company,Private limited company,1997-05-29 00:00:00,-,No recent Unconso.,Local registry filing,2009-12-31,GBP,Dissolved,Company,Private limited company,1996-09-12 00:00:00,-,No recent Cons. & Uncons.,Local registry filing,2004-12-31,GBP,,,,,,,,,,LUXURY FAMILY HOTELS FOUR PLC,GB03380573,004658610,LUXURY FAMILY HOTELS PLC,GB03250649,004589159,,,,1997.0,2009.0,1996.0,2004.0,,
