unnamed__0,deal_num,acq_name,acq_country_code,tar_name,tar_country_code,deal_type,deal_status,deal_value,last_deal_status_date,deal_headline,deal_type__1,deal_status__1,deal_value__1,tar_name__1,tar_country_code__1,tar_busi_descr,tar_bvd_id_num,tar_orbis_id_num,acq_name__1,acq_country_code__1,acq_busi_descr,acq_bvd_id_num,acq_orbis_id_num,gr_acq_name,gr_acq_country_code,gr_acq_busi_descr,gr_acq_bvd_id_num,gr_acq_orbis_id_num,ven_name,ven_country_code,ven_busi_descr,ven_bvd_id_num,ven_orbis_id_num,gr_ven_name,gr_ven_country_code,gr_ven_busi_descr,gr_ven_bvd_id_num,gr_ven_orbis_id_num,regulatory_body_name,regulatory_body_country,type_of_deal_opportunity
,,,,SICULIANAGAS RETI SRL,IT,,,,,,,,,SICULIANAGAS RETI SRL,IT,Natural gas distribution services,IT03779490360,372400949.0,,,,,,,,,,,CPL CONCORDIA SOC COOP SCARLPA,IT,"Construction and property development services, Gas water and electricity distribution systems design, construction, operation, and maintenance",IT00154950364,5304095.0,,,,,,,,
6.0,87302.0,SAIAG SPA,IT,EUROFIL SKULTUNA,SE,Acquisition 100%,Completed,19534.0501792115,36984.0,Saiag SpA - Industria Articoli Gomma has bought Eurofil Skultuna.,Acquisition 100%,Completed,19534.0501792115,EUROFIL SKULTUNA,SE,Manufacturer of aluminium food packaging,,,SAIAG SPA,IT,"Alluminium products for pharmaceutical packaging and electronics, Investment holding company, Plastic and rubber components manufacturer, Plastic food containers manufacturer",IT00475460010,5351685.0,,,,,,SAPA AB,SE,Aluminium profiles developer and manufacturer,SE5560016122,6099414.0,,,,,,,,
7.0,349435.0,MAVINWOOD PLC,GB,WANSDYKE SECURITY LTD,GB,Acquisition 100%,Completed,19532.6124869201,38761.0,Mavinwood plc acquires Wansdyke Security  Ltd.,Acquisition 100%,Completed,19532.6124869201,WANSDYKE SECURITY LTD,GB,Secure off-site storage services,GB04087743,5053234.0,MAVINWOOD PLC,GB,Support services holding company,GB05169780,11616669.0,,,,,,,,,,,,,,,,,,
8.0,1633060569.0,LINK AND MOTIVATION INC.,JP,"SALES MARKETING, KK",JP,Acquisition 100%,Completed,19532.2560721762,40947.0,Link and Motivation acquires Sales Marketing,Acquisition 100%,Completed,19532.2560721762,"SALES MARKETING, KK",JP,Sales positions employment agency services,JP2011101039874,55949244.0,LINK AND MOTIVATION INC.,JP,"Employee training services, Management consultancy and new business incubation services, Online cloud-based motivation engagement diagnosis services, Venture capital investment services",JP5010001068254,51059306.0,,,,,,"AMUSE CAPITAL, INC.",JP,"Private equity investment services, Real estate agency services",JP5010001138742,53457405.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR HAYAO NAKAYAMA,JP,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR YASUJIRO OKANO,JP,Individual,,,,,,,,,,
9.0,109382.0,NQL DRILLING TOOLS INC.,CA,NORTHSTAR DRILLING SYSTEMS INC.,CA,Acquisition 100%,Completed,19529.0842152692,37026.0,NQL Drilling Tools buys NorthStar Drilling Systems Inc.,Acquisition 100%,Completed,19529.0842152692,NORTHSTAR DRILLING SYSTEMS INC.,CA,Provider of oil and gas drilling equipment,CA30881NC,6530213.0,NQL DRILLING TOOLS INC.,CA,Oil and gas field drilling equipment manufacturer,CA30757NC,6739988.0,,,,,,,,,,,,,,,,,,
10.0,1943149930.0,ICI OMICRON BV,NL,AKZO NOBEL PAKISTAN LTD,PK,Acquisition increased from 75.81% to 100%,Announced,19527.8361794908,43797.0,ICI Omicron extends offer to acquire remaining stake in Akzo Nobel Pakistan from minority shareholders,Acquisition increased from 75.81% to 100%,Announced,19527.8361794908,AKZO NOBEL PAKISTAN LTD,PK,"Paint and coatings manufacturer, Specialty chemicals manufacturer",PK0076973,138372146.0,ICI OMICRON BV,NL,Paints and coatings manufacturer holding company,NL24171649,59240342.0,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,,,
11.0,1943253715.0,"FOSHAN XIONGYING LOGISTICS CO., LTD",CN,"CARSAN (SHUNDE) MANUFACTURING CO., LTD",CN,Acquisition 100%,Completed Assumed,19526.0971471466,45049.0,Merchant House International to dispose of Carsan (Shunde) Manufacturing to Foshan Xiongying Logistics,Acquisition 100%,Completed Assumed,19526.0971471466,"CARSAN (SHUNDE) MANUFACTURING CO., LTD",CN,Home textiles manufacturer,CN9360083418,142459315.0,"FOSHAN XIONGYING LOGISTICS CO., LTD",CN,Logistics information consulting services,CN9383222540,274825369.0,,,,,,MERCHANT HOUSE INTERNATIONAL LTD,BM,"Footwear products manufacturer, Home textiles manufacturer",BM19625R,8413357.0,,,,,,,,
12.0,1943265583.0,LINE GAMES CORPORATION,KR,"WOOJOO CO., LTD",KR,Acquisition increased from 68.805% to 100%,Completed,19525.1698885769,44355.0,LINE Games acquires stake in WooJoo,Acquisition increased from 68.805% to 100%,Completed,19525.1698885769,"WOOJOO CO., LTD",KR,Game software developer,KR1101114632877,146035434.0,LINE GAMES CORPORATION,KR,Mobile game application provider,KR1101114978007,159114702.0,,,,,,,,,,,,,,,,,,
13.0,67452.0,SMURFIT INVESTMENT UK LTD,GB,NORCOR HOLDINGS PLC,GB,Acquisition increased from 29.95% to 100%,Completed,19522.8215767635,36585.0,Smurfit Investment UK Ltd has completed the acquisition of Norcor Holdings plc.,Acquisition increased from 29.95% to 100%,Completed,19522.8215767635,NORCOR HOLDINGS PLC,GB,Paperboard manufacturer,GB02352247,4262688.0,SMURFIT INVESTMENT UK LTD,GB,,,,,,,,,LINPAC GROUP LTD,GB,Plastic film and tray food packaging manufacturer,GB00677556,3960672.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVESTORS,,Investors,,,,,,,,,,
14.0,319993.0,MATRIX COMMUNICATIONS GROUP PLC,GB,EQUIP TECHNOLOGY LTD,GB,Acquisition 100%,Completed,19516.7286245353,38393.0,Matrix Communications Group acquires Equip Technology,Acquisition 100%,Completed,19516.7286245353,EQUIP TECHNOLOGY LTD,GB,IT security products distributor,GB03840624,4933279.0,MATRIX COMMUNICATIONS GROUP PLC,GB,High performance network solutions provider,GB03897926,4968476.0,,,,,,,,,,,,,,,,,,
15.0,1633080460.0,"SINOMA TECHNOLOGY & EQUIPMENT GROUP CO., LTD",CN,"TIANJIN CEMENT INDUSTRY DESIGN & RESEARCH INSTITUTE CO., LTD",CN,Acquisition 100%,Completed Assumed,19511.7201905914,42672.0,Sinoma Technology & Equipment Group to buy Tianjin Cement Industry Design & Research Institute,Acquisition 100%,Completed Assumed,19511.7201905914,"TIANJIN CEMENT INDUSTRY DESIGN & RESEARCH INSTITUTE CO., LTD",CN,"Architectural services, Construction services",CN9360004074,91083780.0,"SINOMA TECHNOLOGY & EQUIPMENT GROUP CO., LTD",CN,"Construction machinery manufacturer, Mining machinery manufacturer",CN9366713171,255632061.0,,,,,,CHINA NATIONAL MATERIALS GROUP CORPORATION LTD,CN,"Cement and other non-metallic material production line engineering services, Cement manufacturer, Glass fibre manufacturer, Non-metallic material manufacturer",CN9360812853,144779088.0,,,,,,(State-owned) Assets Supervision and Administration Commission (SASAC),China,
16.0,1633107707.0,"AEROSPACE COMMUNICATIONS HOLDINGS CO., LTD",CN,"CHENGDU AVIATION COMMUNICATION EQUIPMENT CO., LTD",CN,Acquisition increased from 100% to 100%,Completed Assumed,19510.6991294194,41977.0,Aerospace Communications Holdings Group and its partner to inject capital into Chengdu Aviation Communication Equipment,Acquisition increased from 100% to 100%,Completed Assumed,19510.6991294194,"CHENGDU AVIATION COMMUNICATION EQUIPMENT CO., LTD",CN,Aerospace communication equipment manufacturer,CN9360041924,37475426.0,"AEROSPACE COMMUNICATIONS HOLDINGS CO., LTD",CN,"Communication equipment manufacturing holding company, Military communication system integration holding company, Textiles manufacturing holding company",CN30658PC,283880149.0,,,,,,,,,,,,,,,,,,
,,CHINA AEROSPACE SCIENCE AND INDUSTRY ACADEMY OF INFORMATION TECHNOLOGY,CN,,,,,,,,,,,,,,,,CHINA AEROSPACE SCIENCE AND INDUSTRY ACADEMY OF INFORMATION TECHNOLOGY,CN,Satellite application and information technology research services,,,,,,,,,,,,,,,,,,,,
17.0,2007739422.0,"JIANGXI SHENGXIANG ELECTRONIC MATERIAL CO., LTD",CN,"MINGGUANG RUIZHI ELECTRONIC TECHNOLOGY CO., LTD",CN,Acquisition increased from 100% to 100%,Pending - awaiting shareholder approval,19509.7110484308,45586.0,Jiangxi ShengXiang Electronic Material to convert debt to equity in Mingguang Ruizhi Electronic Technology,Acquisition increased from 100% to 100%,Pending - awaiting shareholder approval,19509.7110484308,"MINGGUANG RUIZHI ELECTRONIC TECHNOLOGY CO., LTD",CN,"Copper clad laminates manufacturer, Electronic device manufacturer",CN9366702825,177514440.0,"JIANGXI SHENGXIANG ELECTRONIC MATERIAL CO., LTD",CN,"Electronic cloth manufacturer, Glass fibre cloth and materials manufacturer",CN44504PC,716446140.0,,,,,,,,,,,,,,,,,,
18.0,1943114811.0,"TCC ASSETS CO., LTD",TH,"TCC TECHNOLOGY CO., LTD",TH,Acquisition increased from 48.99% to 99.99%,Completed Assumed,19505.2300788496,43131.0,TCC Holding via TCC Assets to acquire TCC Technology from Berli Jucker,Acquisition increased from 48.99% to 99.99%,Completed Assumed,19505.2300788496,"TCC TECHNOLOGY CO., LTD",TH,"Cloud-based information technology solutions provider, Data centre operator",TH0105544075556,46782904.0,"TCC ASSETS CO., LTD",TH,"Investment seevices holding company, Real estate development services",TH0105556187630,237539988.0,,,,,,BERLI JUCKER PCL,TH,"Book shop operator holding company, Cosmetic products distributor holding company, Freight forwarding services holding company, Galvanised steel structure manufacturer holding company, Glass container manufacturer holding company, Industrial, food and cosmetic ingredients mnaufacturer holding company, Medical equipment distributor holding company, Pharmaceutical distributor holding company, Plastic bottles manufacturer holding company, Potato chips and crackers manufacturer holding company, Soap products manufacturer holding company, Stationery and office supplies distributor holding company, Supermarket operator holding company, Toilet preparation manufacturer holding company, Trucking services holding company, Warehousing services holding company",TH0107536000226,6533503.0,,,,,,,,
19.0,1943129248.0,ST ENGINEERING AEROSPACE LTD,SG,ST ENGINEERING AEROSPACE RESOURCES PTE LTD,SG,Acquisition increased from 100% to 100%,Completed,19500.0,43712.0,Singapore Technologies Engineering via ST Engineering Aerospace injects capital in ST Engineering Aerospace Resources,Acquisition increased from 100% to 100%,Completed,19500.0,ST ENGINEERING AEROSPACE RESOURCES PTE LTD,SG,Aircraft leasing services holding company,SG201329889N,192191800.0,ST ENGINEERING AEROSPACE LTD,SG,"Aerospace engineering services, Aircraft engine overhauling services, Aircraft repair and maintenance services",SG198105870H,8300291.0,,,,,,,,,,,,,,,,,,
20.0,1909198158.0,CANAAN MANAGEMENT INC.,US,BORRO GROUP HOLDINGS LTD,GB,Acquisition unknown stake %,Completed,19500.0,42045.0,Borro raises funding,Acquisition unknown stake %,Completed,19500.0,BORRO GROUP HOLDINGS LTD,GB,"Online pawnbroking platform operator, Pawnbroking services",GB06573695,47763905.0,CANAAN MANAGEMENT INC.,US,Venture capital investment services,US132966616L,913199.0,,,,,,,,,,,,,,,,,,
,,EDEN VENTURES (UK) LTD,GB,,,,,,,,,,,,,,,,EDEN VENTURES (UK) LTD,GB,Venture capital investment services,GB04143446,7616611.0,,,,,,,,,,,,,,,,,,
,,AUGMENTUM CAPITAL LLP,GB,,,,,,,,,,,,,,,,AUGMENTUM CAPITAL LLP,GB,Private equity investment services,GBOC350764,75428902.0,,,,,,,,,,,,,,,,,,
,,OURCROWD MANAGEMENT LTD,IL,,,,,,,,,,,,,,,,OURCROWD MANAGEMENT LTD,IL,Venture capital investment services,IL60-004-6116,148185636.0,,,,,,,,,,,,,,,,,,
,,ROCKET INTERNET AG,DE,,,,,,,,,,,,,,,,ROCKET INTERNET AG,DE,Venture capital investment services incubator,DE2011893233,41127377.0,,,,,,,,,,,,,,,,,,
21.0,620268.0,CECO ENVIRONMENTAL CORPORATION,US,FISHER-KLOSTERMAN INC.,US,Acquisition 100%,Completed Assumed,19500.0,40237.0,CECO Environmental Corporation is to buy Fisher-Klosterman,Acquisition 100%,Completed Assumed,19500.0,FISHER-KLOSTERMAN INC.,US,"Cyclones, classifiers, electrostatic precipitator parts and service, air filtration equipment, and scrubbers manufacturer",US149138008L,39610.0,CECO ENVIRONMENTAL CORPORATION,US,Industrial air filters manufacturer,US132566064,14171131.0,,,,,,,,,,,,,,,,,,
22.0,455164.0,NEFTYANAYA KOMPANIYA ROSNEFT OAO,RU,NAKHODKINSKII NEFTENALIVNOI MORSKOI TORGOVYI PORT OAO,RU,Acquisition 97.51%,Completed,19500.0,38895.0,Rosneft acquires Nakhodkinskii Neftenalivnoi Morskoi Torgovyi Port,Acquisition 97.51%,Completed,19500.0,NAKHODKINSKII NEFTENALIVNOI MORSKOI TORGOVYI PORT OAO,RU,Sea port operator,RU01126660,6080235.0,NEFTYANAYA KOMPANIYA ROSNEFT OAO,RU,"Oil and gas exploration services, Oil and gas production services, Oil and gas refining services, Oil and gas wholesaler",RU00044428,69302566.0,,,,,,,,,,,,,,,,,,
23.0,121557.0,NEFTYANAYA KOMPANIYA YUKOS OAO,RU,ARKTIKGAZ OAO,RU,Acquisition increased from 88% to 100%,Completed,19500.0,37629.0,Yukos Oil Co. acquires remaining stake in Arktikgaz.,Acquisition increased from 88% to 100%,Completed,19500.0,ARKTIKGAZ OAO,RU,Natural gas producer,RU12543220,7787058.0,NEFTYANAYA KOMPANIYA YUKOS OAO,RU,Oil and gas exploration services holding company,RU00044440,18583528.0,,,,,,GAZPROM OAO,RU,"Gas distribution services holding company, Gas exploration services holding company, Gas extraction services holding company",RU00040778,6088693.0,,,,,,,,
24.0,1603002695.0,"SEJI CO., LTD",KR,"YOUNGJIN INFRACORN CO., LTD",KR,Acquisition 100%,Completed Assumed,19499.2973834477,40424.0,Seji to acquire Youngjin Infracorn,Acquisition 100%,Completed Assumed,19499.2973834477,"YOUNGJIN INFRACORN CO., LTD",KR,"Cement manufacturer, Ready mixed concrete manufacturer",,,"SEJI CO., LTD",KR,Sewage treatment and related structure construction services,KR1715110000382,49586033.0,,,,,,,,,,,,,,,,,,
25.0,49364.0,VALENTIS INC.,US,POLYMASC PHARMACEUTICALS PLC,GB,Acquisition 100%,Completed,19496.3441427353,36434.0,Valentis Inc. acquired 100% of PolyMASC Pharmaceuticals plc.,Acquisition 100%,Completed,19496.3441427353,POLYMASC PHARMACEUTICALS PLC,GB,Development of drug delivery systems,GB03087534,4510615.0,VALENTIS INC.,US,"Biopharmaceutical company applying proprietary synthetic gene delivery, gene regulation, and PEGylation technologies to create novel therapeutic products, Biotechnology research and development services",US943156660,1739661.0,,,,,,,,,,,,,,,,,,
26.0,2008032772.0,"HUANUO STAR TECHNOLOGY CO., LTD",CN,"CHANGSHA SUCCESS DISPLAY TECHNOLOGY CO., LTD",CN,Acquisition 100%,Completed Assumed,19495.5373433398,45824.0,Huanuo Star Technology to acquire Changsha Success Display Technology from Tianjin Jingwei Huikai Optoelectronics,Acquisition 100%,Completed Assumed,19495.5373433398,"CHANGSHA SUCCESS DISPLAY TECHNOLOGY CO., LTD",CN,TFT-LCD display manufacturer,CN9362879981,268422506.0,"HUANUO STAR TECHNOLOGY CO., LTD",CN,Design of civil aircraft parts and manufacturer,CN9381467669,273628729.0,,,,,,"TIANJIN JINGWEI HUIKAI OPTOELECTRONICS CO., LTD",CN,"Aluminum conductor electromagnetic wire manufacturer, Copper wire manufacturer, Display terminal manufacturer",CN40130PC,305310353.0,,,,,,,,
27.0,1943309300.0,"ANHUI HAICHUANG GREEN ENERGY ENVIRONMENTAL PROTECTION GROUP CO., LTD",CN,"CHIPINGXIAN GUOHUAN RENEWABLE ENERGY CO., LTD",CN,Acquisition 95%,Completed Assumed,19492.9742689835,45319.0,Guangzhou Yajule Solid Waste Treatment to sell stake in Chipingxian Guohuan Renewable Energy to Anhui Haichuang Green Energy Environmental Protection Group,Acquisition 95%,Completed Assumed,19492.9742689835,"CHIPINGXIAN GUOHUAN RENEWABLE ENERGY CO., LTD",CN,Renewable energy research and development services,CN9396621980,335518794.0,"ANHUI HAICHUANG GREEN ENERGY ENVIRONMENTAL PROTECTION GROUP CO., LTD",CN,Waste-To-Energy incineration plants operator,CN9389677762,334193684.0,,,,,,"GUANGZHOU YAJULE SOLID WASTE TREATMENT CO., LTD",CN,Solid waste treatment services,CN9378661872,331778916.0,,,,,,,,
28.0,1907142834.0,FIRSTWAVE CLOUD TECHNOLOGY LTD,AU,FIRST WAVE TECHNOLOGY PTY LTD,AU,Acquisition 100%,Completed,19491.6904180634,42502.0,Crestal Petroleum acquires First Wave Technology in reverse takeover,Acquisition 100%,Completed,19491.6904180634,FIRST WAVE TECHNOLOGY PTY LTD,AU,Cloud-based security software-as-a-service (SaaS) provider,AU098940544,165658546.0,FIRSTWAVE CLOUD TECHNOLOGY LTD,AU,Cloud-based security software-as-a-service (SaaS) provider,AU144733595,108933656.0,,,,,,,,,,,,,,,,,,
29.0,2007041083.0,PERANGSANG DINAMIK SDN BHD,MY,MDS ADVANCE SDN BHD,MY,Acquisition 100%,Completed,19490.3459504226,44939.0,Kumpulan Perangsang Selangor via Perangsang Dinamik acquires MDS Advance from Mr Gan Lian Ban and Ms Chuah Mooi Kheng,Acquisition 100%,Completed,19490.3459504226,MDS ADVANCE SDN BHD,MY,Machine parts manufacturer,MY1135615-D,306745522.0,PERANGSANG DINAMIK SDN BHD,MY,Investment advisory services holding company,MY1253628-U,474982539.0,KUMPULAN PERANGSANG SELANGOR BHD,MY,Plastics injection moulding services manufacturer,MY23737-K,9590924.0,MR GAN LIAN BAN,MY,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MS CHUAH MOOI KHENG,MY,Individual,,,,,,,,,,
30.0,1943077839.0,"AVIC AIRBORNE SYSTEMS CO., LTD",CN,"SAVI AVIATION TECHNOLOGY CO., LTD",CN,Acquisition increased from 26.774% to 53.548%,Completed Assumed,19489.9821849136,44192.0,China Avionics System's subsidiary AVIC Chengdu CAIC Electronics to sell stake in Savi Aviation Technology to AVIC Airborne Systems,Acquisition increased from 26.774% to 53.548%,Completed Assumed,19489.9821849136,"SAVI AVIATION TECHNOLOGY CO., LTD",CN,Computer peripheral equipment manufacturer,CN9360651730,142978037.0,"AVIC AIRBORNE SYSTEMS CO., LTD",CN,Aircraft engine electromechanical systems manufacturer,CN9367118283,409272426.0,,,,,,"AVIC CHENGDU CAIC ELECTRONICS CO., LTD",CN,"Aircraft wireless communication equipment manufacturer, Aviation engine control systems manufacturer, Aviation ground test equipment manufacturer",CN9367155972,144101427.0,,,,,,(State-owned) Assets Supervision and Administration Commission (SASAC),China,
31.0,1943190122.0,"MUYUAN FOODSTUFF CO., LTD",CN,"PUCHENG MUYUAN AGRICULTURE AND ANIMAL HUSBANDRY CO., LTD",CN,Acquisition increased from 100% to 100%,Completed Assumed,19489.956431364,44720.0,Muyuan Foodstuff to invest in Pucheng Muyuan Agriculture and Animal Husbandry,Acquisition increased from 100% to 100%,Completed Assumed,19489.956431364,"PUCHENG MUYUAN AGRICULTURE AND ANIMAL HUSBANDRY CO., LTD",CN,Pig farming services,CN9498977874,464672794.0,"MUYUAN FOODSTUFF CO., LTD",CN,"Animal feeds manufacturer, Pig farming services, Pork slaughtering and processing services",CN41014PC,175122359.0,,,,,,,,,,,,,,,,,,
32.0,1601195667.0,BILIA AB,SE,BILCENTRALEN I STOCKHOLM AB,SE,Acquisition 100%,Completed,19488.6681979262,40546.0,Bilia has acquired Bilcentralen (BMW),Acquisition 100%,Completed,19488.6681979262,BILCENTRALEN I STOCKHOLM AB,SE,"BMW dealer, Car dealer",SE5564026408,6201799.0,BILIA AB,SE,"Car dealership operator, Car repairing services, Motor vehicle parts and accessories wholesaler",SE5561125690,6115339.0,,,,,,,,,,,,,,,,Konkurrensverket,Sweden,
33.0,1941496538.0,GUANGDONG ALMETAL LIMITED COMPANY,CN,"YILI FURNITURE (DONGGUAN) CO., LTD",CN,Acquisition 100%,Completed,19484.1870193469,44234.0,Guangdong Almetal acquires Yili Furniture (Dongguan) from Fumanda,Acquisition 100%,Completed,19484.1870193469,"YILI FURNITURE (DONGGUAN) CO., LTD",CN,Furniture manufacturer,CN9360203160,37472753.0,GUANGDONG ALMETAL LIMITED COMPANY,CN,"Aluminium plate manufacturer, Metallic material processing services",CN52529PC,317221128.0,,,,,,FUMANDA LTD,VG,Non-classifiable establishment,,,,,,,,,,
34.0,2007090241.0,"CJ ENM CO., LTD",KR,"BRANDWORKS KOREA CO., LTD",KR,Acquisition increased from 100% to 100%,Completed Assumed,19483.8001856531,44964.0,CJ ENM to inject fresh capital into Brandworks Korea,Acquisition increased from 100% to 100%,Completed Assumed,19483.8001856531,"BRANDWORKS KOREA CO., LTD",KR,"Online electronic products retailer, Online sports goods retailer",KR1101112101832,57244529.0,"CJ ENM CO., LTD",KR,"Online computers retailer, Online contents creator agency operator, Online films and TV programmes subscription platform operator, Online home appliances retailer, Online jewelry retailer, Online miscellaneous shopping mall operator, Online underwear retailer",KR1101111109134,6740704.0,,,,,,,,,,,,,,,,,,
35.0,1601119070.0,WE@SERVICE SPA,IT,WEBANK SPA,IT,Acquisition 100%,Completed,19476.6590523048,40086.0,We@service SpA has bought Webank,Acquisition 100%,Completed,19476.6590523048,WEBANK SPA,IT,Online banking services,IT13191900151,8053100.0,WE@SERVICE SPA,IT,Technical and development services for online banking of Banca Popolare di Milano group,IT13191900151,8053100.0,,,,,,BANCA POPOLARE DI MILANO SCARL,IT,Banking services,IT00715120150,9050445.0,,,,,,,,
