unnamed__0,deal_num,acq_name,acq_country_code,tar_name,tar_country_code,deal_type,deal_status,deal_value,last_deal_status_date,deal_headline,deal_type__1,deal_status__1,deal_value__1,tar_name__1,tar_country_code__1,tar_busi_descr,tar_bvd_id_num,tar_orbis_id_num,acq_name__1,acq_country_code__1,acq_busi_descr,acq_bvd_id_num,acq_orbis_id_num,gr_acq_name,gr_acq_country_code,gr_acq_busi_descr,gr_acq_bvd_id_num,gr_acq_orbis_id_num,ven_name,ven_country_code,ven_busi_descr,ven_bvd_id_num,ven_orbis_id_num,gr_ven_name,gr_ven_country_code,gr_ven_busi_descr,gr_ven_bvd_id_num,gr_ven_orbis_id_num,regulatory_body_name,regulatory_body_country,type_of_deal_opportunity
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,General Authority for Competition,Saudi Arabia,
10.0,1909098539.0,AT&T INC.,US,DIRECTV LLC,US,Acquisition 100%,Completed,67100000.0,42209.0,AT&T acquires DIRECTV,Acquisition 100%,Completed,67100000.0,DIRECTV LLC,US,Digital television programming services provider,US264772533,363801169.0,AT&T INC.,US,"Online telecommunication equipment retailer holding company, Wired telecommunications services holding company, Wireless telecommunications services holding company",US431301883,647735.0,,,,,,BERKSHIRE HATHAWAY INC.,US,"Asset management services holding company, Investment services holding company, Life insurance services holding company, Property and casualty insurance services holding company, Property and casualty reinsurance services holding company",US470813844,420.0,,,,,,Agência Nacional de Telecomunicações,Brazil,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,Conselho Administrativo de Defesa Econômica (CADE),Brazil,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAULSON & COMPANY INC.,US,"Asset management services, Hedge fund management services, Private equity investment services",US188092545L,59968179.0,,,,,,Arizona Corporation Commission,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Justice,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Communications Commission,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hawaii Public Utilities Commission,United States,
11.0,1941095411.0,COMCAST CORPORATION,US,TWENTY-FIRST CENTURY FOX INC.,US,Acquisition 100%,Withdrawn,64839372.0,43300.0,Comcast withdraws from potential Twenty-First Century Fox to focus on Sky,Acquisition 100%,Withdrawn,64839372.0,TWENTY-FIRST CENTURY FOX INC.,US,"Book publisher, Cable television services, Film distribution services, Film production services, Magazine publisher, Media and entertainment services, Newspaper publisher, Television broadcasting services",US260075658,11640967.0,COMCAST CORPORATION,US,"Animated filmed entertainment distribution services, Animated filmed entertainment production services, Cable communications services, Cable television network operator, Television broadcasting services, Theme park operator",US270000798,384002.0,,,,,,,,,,,,,,,,,,
12.0,2007132792.0,EXXON MOBIL CORPORATION,US,PIONEER NATURAL RESOURCES COMPANY,US,Acquisition 100%,Completed,64500000.0,45415.0,ExxonMobil completes acquisition of Pioneer Natural Resources,Acquisition 100%,Completed,64500000.0,PIONEER NATURAL RESOURCES COMPANY,US,"Oil and gas exploration services, Oil and gas production services provider",US752702753,819898.0,EXXON MOBIL CORPORATION,US,"Oil and gas exploration services, Oil and gas production services provider, Petroleum products manufacturer",US135409005,2269.0,,,,,,,,,,,,,,,,Federal Trade Commission,United States,
13.0,123767.0,PFIZER INC.,US,PHARMACIA CORPORATION,US,Acquisition 100%,Completed,60000000.0,37727.0,Pfizer-Pharmacia deal completed,Acquisition 100%,Completed,60000000.0,PHARMACIA CORPORATION,US,"Pharmaceuticals manufacturer, Pharmaceuticals wholesaler",US140258737L,205788561.0,PFIZER INC.,US,"Biopharmaceuticals developer, Biopharmaceuticals manufacturer, Consumer healthcare products manufacturer, Infant food manufacturer, Pharmaceutical products manufacturer",US135315170,3136.0,,,,,,,,,,,,,,,,,,
14.0,1941059157.0,"TAKEDA PHARMACEUTICAL CO., LTD",JP,SHIRE PLC,GB,Acquisition 100%,Completed,58814671.7642548,43473.0,Takeda Pharmaceutical completes acquisition of Shire,Acquisition 100%,Completed,58814671.7642548,SHIRE PLC,GB,"Specialty biopharmaceutical manufacturing holding company, Specialty biopharmaceutical research services",GBJE99854,50659983.0,"TAKEDA PHARMACEUTICAL CO., LTD",JP,Pharmaceuticals manufacturer,JP2120001077461,51056764.0,,,,,,,,,,,,,,,,Conselho Administrativo de Defesa Econômica (CADE),Brazil,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State Administration for Market Regulation,China,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,European Commission,European Union,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jersey Competition Regulatory Authority,United Kingdom,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fair Trade Commission,Japan,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Trade Commission,United States,
15.0,1941260213.0,KONINKLIJKE DSM NV,NL,DUPONT DE NEMOURS INC.,US,Acquisition 100%,Rumour - Expired,57327264.0,43683.0,DuPont de Nemours may look to sell,Acquisition 100%,Rumour - Expired,57327264.0,DUPONT DE NEMOURS INC.,US,"Cellulosic ethanol manufacturer, Chemical and plastics manufacturer, Crop protection chemicals manufacturer, Organic chemicals manufacturer, Resins manufacturer",US811224539,300215226.0,KONINKLIJKE DSM NV,NL,"Chemicals manufacturer, Customised furniture design services, Life science and materials science products research and development services, Paint and coatings manufacturer, Pharmaceutical product manufacturer, Plastic packaging manufacturer, Plastics and resins manufacturer, Specialty food ingredients manufacturer",NL14022069,5439137.0,,,,,,,,,,,,,,,,,,Looking to buy
,,KERRY GROUP PLC,IE,,,,,,,,,,,,,,,,KERRY GROUP PLC,IE,"Food flavours manufacturer, Food ingredients manufacturer",IE111471,5208589.0,,,,,,,,,,,,,,,,,,
,,INTERNATIONAL FLAVORS & FRAGRANCES INC.,US,,,,,,,,,,,,,,,,INTERNATIONAL FLAVORS & FRAGRANCES INC.,US,"Cosmetic fragrances manufacturer, Food and drink flavourings manufacturer, Probiotics manufacturer, Spice and extract manufacturer",US131432060,4601.0,,,,,,,,,,,,,,,,,,
,,GIVAUDAN SA,CH,,,,,,,,,,,,,,,,GIVAUDAN SA,CH,"Flavourings manufacturer, Perfumes and fragrances manufacturer",CHCHE100284341,2224449.0,,,,,,,,,,,,,,,,,,
16.0,143891.0,SANOFI-SYNTHELABO SA,FR,AVENTIS SA,FR,Acquisition 100% - Bid 1 - Withdrawn,Withdrawn,57283687.9432624,38103.0,Sanofi-Synthelabo makes new bid for Aventis,Acquisition 100% - Bid 1 - Withdrawn,Withdrawn,57283687.9432624,AVENTIS SA,FR,Pharmaceuticals and biological product manufacturer,FR542064308,3847104.0,SANOFI-SYNTHELABO SA,FR,Pharmaceuticals and drugs manufacturer,FR395030844,3562064.0,,,,,,,,,,,,,,,,,,
17.0,124789.0,GLAXOSMITHKLINE PLC,GB,ELI LILLY AND COMPANY,US,Acquisition 100%,Rumour - Expired,56764427.6253548,37459.0,GlaxoSmithKline rumoured to be acquiring rival drug manufacturer,Acquisition 100%,Rumour - Expired,56764427.6253548,ELI LILLY AND COMPANY,US,"Pharmaceutical products manufacturer, Pharmaceutical products research and development services",US350470950,30444823.0,GLAXOSMITHKLINE PLC,GB,"Pharmaceuticals and drugs developer, Pharmaceuticals and drugs manufacturer",GB03888792,4962759.0,,,,,,,,,,,,,,,,,,
18.0,1941224476.0,OCCIDENTAL PETROLEUM CORPORATION,US,ANADARKO PETROLEUM CORPORATION,US,Acquisition 100%,Completed,55000000.0,43685.0,Occidental Petroleum completes acquisition of Anadarko Petroleum after shareholder vote,Acquisition 100%,Completed,55000000.0,ANADARKO PETROLEUM CORPORATION,US,"Oil and gas production services, Oil and natural gas exploration services",US760146568,184965.0,OCCIDENTAL PETROLEUM CORPORATION,US,"Oil and gas exploration services, Oil and gas production services provider",US954035997,42798.0,,,,,,,,,,,,,,,,Department of Justice,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Trade Commission,United States,
19.0,61169.0,TELECOM ITALIA SPA (OLD),IT,TELECOM ITALIA MOBILE SPA,IT,Acquisition remaining 39.86%,Withdrawn,54115523.0152065,36231.0,Telecom Italia SpA (Old) acquired 39.86% of Telecom Italia Mobile SpA.,Acquisition remaining 39.86%,Withdrawn,54115523.0152065,TELECOM ITALIA MOBILE SPA,IT,Mobile telecommunications services,IT06947890015,5356257.0,TELECOM ITALIA SPA (OLD),IT,Telecommunications operator,IT00471850016,5351725.0,,,,,,,,,,,,,,,,,,
20.0,1909116451.0,ABBVIE INC.,US,SHIRE PLC,GB,Acquisition 100%,Withdrawn,50478650.9030965,41932.0,AbbVie terminates agreement to acquire Shire,Acquisition 100%,Withdrawn,50478650.9030965,SHIRE PLC,GB,"Specialty biopharmaceutical manufacturing holding company, Specialty biopharmaceutical research services",GBJE99854,50659983.0,ABBVIE INC.,US,Pharmaceutical products developer,US320375147,147313908.0,,,,,,,,,,,,,,,,DG Competition,European Union,
21.0,1909223039.0,TEVA PHARMACEUTICAL INDUSTRIES LTD,IL,MYLAN NV,NL,Acquisition 100%,Rumour - Withdrawn,50067749.0,42212.0,Teva no longer acquiring Mylan: Mylan to cancel poison pill,Acquisition 100%,Rumour - Withdrawn,50067749.0,MYLAN NV,NL,"Generic and branded generic pharmaceuticals developer, Generic and branded generic pharmaceuticals manufacturer",NL61036137,224842307.0,TEVA PHARMACEUTICAL INDUSTRIES LTD,IL,Generic pharmaceuticals manufacturer,IL90005GE,50295854.0,,,,,,,,,,,,,,,,Antitrust Division,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Trade Commission,United States,
22.0,1941220399.0,CHEVRON CORPORATION,US,ANADARKO PETROLEUM CORPORATION,US,Acquisition 100%,Withdrawn,50000000.0,43594.0,Anadarko terminates agreement to be acquired by Chevron,Acquisition 100%,Withdrawn,50000000.0,ANADARKO PETROLEUM CORPORATION,US,"Oil and gas production services, Oil and natural gas exploration services",US760146568,184965.0,CHEVRON CORPORATION,US,"Oil and gas production services provider, Oil and gas products wholesaler, Petrol station operator, Petroleum refining services",US940890210,3619.0,,,,,,,,,,,,,,,,,,
23.0,67232.0,BRITISH PETROLEUM CO. PLC,GB,AMOCO CORP.,US,Acquisition 100%,Completed,48407000.0,36160.0,British Petroleum Co. plc has bought Amoco Corp.,Acquisition 100%,Completed,48407000.0,AMOCO CORP.,US,Oil exploration and production services,US361812780,8300866.0,BRITISH PETROLEUM CO. PLC,GB,"Oil exploration and production services, Petrol and oil distributor",GB00102498,3902763.0,,,,,,SHAREHOLDER,,Shareholder,,,,,,,,,,
24.0,127379.0,BANK OF AMERICA CORPORATION,US,FLEETBOSTON FINANCIAL CORPORATION,US,Acquisition 100%,Completed,47000000.0,38078.0,Bank of America Corporation has bought FleetBoston Financial,Acquisition 100%,Completed,47000000.0,FLEETBOSTON FINANCIAL CORPORATION,US,"Investment banking services, National commercial banking services",US050341324,372202.0,BANK OF AMERICA CORPORATION,US,"Banking services, Financial advisory services, Investment banking services, Securities brokerage services",US560906609,376922.0,,,,,,,,,,,,,,,,,,
25.0,90985.0,GENERAL ELECTRIC COMPANY,US,HONEYWELL INTERNATIONAL INC.,US,Acquisition 100% - Withdrawn,Withdrawn,46796000.0,37167.0,The EC has prohibited GE's proposed acquisition of Honeywell.,Acquisition 100% - Withdrawn,Withdrawn,46796000.0,HONEYWELL INTERNATIONAL INC.,US,"Aircraft engine parts manufacturer, Aircraft parts manufacturer, Automotive parts and accessories manufacturer, Electric air humidifier, heaters and fan manufacturer, Engineering services provider",US222640650,745268.0,GENERAL ELECTRIC COMPANY,US,"Biopharmaceutical developer, Biopharmaceutical manufacturer, Commercial loan provider, Electrical domestic appliances manufacturer, Electrical products manufacturer, Freight and passenger locomotives manufacturer, Marine and aircraft engines and engine components manufacturer, Mining trucks and drills motorised drive systems manufacturer, Power generation and management technology developer, Railway signalling and communications systems manufacturer, Transportation industry engineering services, Transportation industry installation services, Transportation industry repair services, Transportation software developer, Wind, gas, and steam turbines manufacturer",US140689340,58565196.0,,,,,,,,,,,,,,,,,,
26.0,70663.0,FRANCE TELECOM SA,FR,ORANGE PLC,GB,Acquisition 100%,Completed,45994871.7617129,36760.0,France Télécom acquires Orange,Acquisition 100%,Completed,45994871.7617129,ORANGE PLC,GB,Mobile telecoms operator,GB03110666,4520977.0,FRANCE TELECOM SA,FR,"Investment services, Telecommunications services",FR380129866,386141150.0,,,,,,VODAFONE AIRTOUCH PLC,GB,Mobile telecommunications services,GB01833679,4148617.0,,,,,,,,
27.0,1909117336.0,MONSANTO COMPANY,US,SYNGENTA AG,CH,Acquisition 100%- Bid 1- Withdrawn,Withdrawn,45000000.0,42240.0,Monsanto in talks to acquire Syngenta: Offer withdrawn,Acquisition 100%- Bid 1- Withdrawn,Withdrawn,45000000.0,SYNGENTA AG,CH,Agricultural pesticides and fertilisers manufacturer,CHCHE101160902,2252262.0,MONSANTO COMPANY,US,Pesticides manufacturer,US431878297,830041.0,,,,,,,,,,,,,,,,Conselho Administrativo de Defesa Econômica (CADE),Brazil,
28.0,1941704614.0,PFIZER INC.,US,SEAGEN INC.,US,Acquisition 100%,Completed,43000000.0,45274.0,Pfizer acquires Seagen,Acquisition 100%,Completed,43000000.0,SEAGEN INC.,US,"Antibody-based cancer treatment biotechnology therapies manufacturer, Antibody-based cancer treatment biotechnology therapies research and development services",US911874389,6444880.0,PFIZER INC.,US,"Biopharmaceuticals developer, Biopharmaceuticals manufacturer, Consumer healthcare products manufacturer, Infant food manufacturer, Pharmaceutical products manufacturer",US135315170,3136.0,,,,,,SHAREHOLDERS,US,Shareholders,,,,,,,,European Commission,European Union,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MERCK & COMPANY INC.,US,"Pharmaceuticals developer, Pharmaceuticals manufacturer",US221918501,374382.0,,,,,,Department of Justice,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Trade Commission,United States,
29.0,1943212740.0,NIPPON TELEGRAPH & TELEPHONE CORPORATION,JP,NTT DOCOMO INC.,JP,Acquisition increased from 66.21% to 100%,Completed,41054256.5717135,44190.0,NTT DoCoMo delists from Tokyo Stock Exchange following acquisition by Nippon Telegraph & Telephone,Acquisition increased from 66.21% to 100%,Completed,41054256.5717135,NTT DOCOMO INC.,JP,"Communication equipment wholesaler, Credit services, Mobile advertising services, Mobile telecommunications services, Online retail services",JP1010001067912,51058755.0,NIPPON TELEGRAPH & TELEPHONE CORPORATION,JP,"ICT system software developer holding company, Systems integration services holding company, Telecommunications network operator holding company",JP7010001065142,51057821.0,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MASTER TRUST BANK OF JAPAN LTD, THE",JP,"Asset management services, Trust banking services",JP2010401041086,49570612.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUSTODY BANK OF JAPAN LTD,JP,"Fund, pension fund and securities management services",JP5010001069616,49573975.0,,,,,,,,
30.0,64729.0,VIVENDI SA (OLD),FR,SEAGRAM COMPANY LTD,CA,Acquisition 100%,Completed,39797577.7372056,36868.0,Vivendi acquires Seagram Company,Acquisition 100%,Completed,39797577.7372056,SEAGRAM COMPANY LTD,CA,Alcoholic drinks producer,CA90110NC,6530380.0,VIVENDI SA (OLD),FR,"Construction services holding company, Fixed line internet and telecommunications services holding company, Motion picture production services holding company, Television broadcasting services holding company",FR343134763,58622256.0,,,,,,KONINKLIJKE PHILIPS ELECTRONICS NV,NL,"Diversified electrical equipment manufacturer, Electrical equipment manufacturer",NL17001910,5452329.0,,,,,,Competition Bureau,Canada,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SEAGRAM FAMILY,CA,Individuals,,,,,,,,European Commission,European Union,
31.0,1909167612.0,HALLIBURTON COMPANY,US,BAKER HUGHES INC.,US,Acquisition 100%,Withdrawn,38000000.0,42490.0,Halliburton to acquire Baker Hughes: Transaction withdrawn,Acquisition 100%,Withdrawn,38000000.0,BAKER HUGHES INC.,US,"Drilling services, Oil and gas equipment manufacturer, Oilfield support services, Petroleum industry education services, Speciality chemicals manufacturer",US814403168,174096909.0,HALLIBURTON COMPANY,US,"Oil and gas asset management software developer, Oil and gas business industry support services, Oil and gas drilling services, Oil and gas industry consultancy services",US752677995,1866722.0,,,,,,,,,,,,,,,,European Commission,European Union,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Justice,United States,
32.0,1909251750.0,AETNA INC.,US,HUMANA INC.,US,Acquisition 100%,Withdrawn,37000000.0,42780.0,Aetna and Humana have ended their agreement,Acquisition 100%,Withdrawn,37000000.0,HUMANA INC.,US,"Government sponsored health plans operator, Pharmacy operator, Private health insurance services provider",US610647538,318476.0,AETNA INC.,US,Helath insurance services,US232229683,1878474.0,,,,,,SHAREHOLDERS,,Shareholder,,,,,,,,Commonwealth of Pennsylvania Insurance Department (Commissioner of Insurance of the Commonwealth of Pennsylvania),United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LONE PINE CAPITAL LLC,US,Hedge fund management services,US123196184L,818625.0,,,,,,Department of Justice,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GLENVIEW CAPITAL MANAGEMENT LLC,US,"Fund mangement services, Private equity investment services",US127622578L,25205330.0,,,,,,Florida Office of Insurance Regulation,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNDISCLOSED FUNDS,,Investment funds,,,,,,,,,,
33.0,2007443106.0,CAPITAL ONE FINANCIAL CORPORATION,US,DISCOVER FINANCIAL SERVICES,US,Acquisition 100%,Completed,35300000.0,45795.0,Capital One Financial completes acquisition of Discover Financial,Acquisition 100%,Completed,35300000.0,DISCOVER FINANCIAL SERVICES,US,"Banking services holding company, Credit card services holding company, Home equity,student and personal loan services holding company, Payment processing services holding company",US362517428,35523117.0,CAPITAL ONE FINANCIAL CORPORATION,US,"Banking services holding company, Credit card provider holding company, Wealth and asset management services holding company",US541719854,1802308.0,,,,,,,,,,,,,,,,Department of Justice,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Federal Reserve Board,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Office of the Comptroller of the Currency,United States,
34.0,1941528737.0,CANADIAN NATIONAL RAILWAY COMPANY,CA,KANSAS CITY SOUTHERN INDUSTRIES INC.,US,Acquisition 100%,Withdrawn,33600000.0,44454.0,Kansas City Southern Industries terminates agreement to be acquired by Canadian National Railway,Acquisition 100%,Withdrawn,33600000.0,KANSAS CITY SOUTHERN INDUSTRIES INC.,US,Freight rail transportation services holding company,US440663509,6971.0,CANADIAN NATIONAL RAILWAY COMPANY,CA,Freight railroad transportation services,CA30453NC,6739928.0,,,,,,,,,,,,,,,,Comisión Federal de Competencia,Mexico,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Instituto Federal de Telecomunicaciones,Mexico,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Department of Justice,United States,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Surface Transportation Board,United States,
35.0,47886.0,ZENECA GROUP PLC,GB,ASTRA AB,SE,Acquisition 100%,Completed,33191517.9167339,36256.0,Zeneca acquires Astra,Acquisition 100%,Completed,33191517.9167339,ASTRA AB,SE,Pharmaceuticals manufacturer,,,ZENECA GROUP PLC,GB,Pharmaceuticals manufacturer,GB02723534,4364611.0,,,,,,,,,,,,,,,,,,
