unnamed__0,deal_num,acq_name,acq_country_code,tar_name,tar_country_code,deal_type,deal_status,deal_value,last_deal_status_date,deal_headline,deal_type__1,deal_status__1,deal_value__1,tar_name__1,tar_country_code__1,tar_busi_descr,tar_bvd_id_num,tar_orbis_id_num,acq_name__1,acq_country_code__1,acq_busi_descr,acq_bvd_id_num,acq_orbis_id_num,gr_acq_name,gr_acq_country_code,gr_acq_busi_descr,gr_acq_bvd_id_num,gr_acq_orbis_id_num,ven_name,ven_country_code,ven_busi_descr,ven_bvd_id_num,ven_orbis_id_num,gr_ven_name,gr_ven_country_code,gr_ven_busi_descr,gr_ven_bvd_id_num,gr_ven_orbis_id_num,regulatory_body_name,regulatory_body_country,type_of_deal_opportunity
10.0,1907070827.0,VIRTUS HEALTH LTD,AU,IVF SUNSHINE COAST PTY LTD,AU,Acquisition increased from 20% to 100%,Completed,1050.87717885907,41946.0,Virtus Health acquires remaining stake in IVF Sunshine Coast,Acquisition increased from 20% to 100%,Completed,1050.87717885907,IVF SUNSHINE COAST PTY LTD,AU,"Fertility clinic operator, Fertility diagnostic services, Specialty hospital operator",AU114868521,165871631.0,VIRTUS HEALTH LTD,AU,"Fertility clinic operator, Fertility diagnostic services, Specialty hospital operator",AU129643492,157355339.0,,,,,,,,,,,,,,,,,,
11.0,1601187764.0,UVR MNÍŠEK POD BRDY AS,CZ,LIGNIT HODONÍN SRO,CZ,Acquisition 100%,Completed,1050.60079608131,40422.0,UVR Mnisek pod Brdy acquires Lignit Hodonín,Acquisition 100%,Completed,1050.60079608131,LIGNIT HODONÍN SRO,CZ,Lignite mining services,CZ49972677,2259086.0,UVR MNÍŠEK POD BRDY AS,CZ,Real estate property manager,CZ45147477,2256415.0,,,,,,RECEIVER,,Receiver,,,,,,,,,,
12.0,1907061734.0,DIGISTAR HOLDINGS SDN BHD,MY,PROTECS A&A CMS SDN BHD,MY,Acquisition 70%,Completed Assumed,1050.1932246857,42621.0,Digistar Holdings to acquire majority stake in Protecs A&A CMS: consideration disclosed,Acquisition 70%,Completed Assumed,1050.1932246857,PROTECS A&A CMS SDN BHD,MY,"Central monitoring security services, Security alarm equipment trading services",MY455659-X,156046292.0,DIGISTAR HOLDINGS SDN BHD,MY,Information technology equipment trading services,MY126542-X,52063833.0,,,,,,MR OSMAN BIN YAHAYA,MY,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR TEO KING LOONG,MY,Individual,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MR CHE HASHIM BIN NORDIN,MY,Individual,,,,,,,,,,
13.0,1943066912.0,POLYHOSE INDIA PVT LTD,IN,LEEBOY INDIA CONSTRUCTION EQUIPMENT PVT LTD,IN,Acquisition 100%,Completed,1050.0,43809.0,Singapore Technologies Engineering via SDG Kinetics sells its entire stake in LeeBoy India Construction Equipment to Polyhose India,Acquisition 100%,Completed,1050.0,LEEBOY INDIA CONSTRUCTION EQUIPMENT PVT LTD,IN,Construction machinery manufacturer,IN0007492733,108467853.0,POLYHOSE INDIA PVT LTD,IN,"Hydraulic fittings manufacturer, Rubber and plastic hoses manufacturer",IN0007260617,136247928.0,,,,,,SDG KINETICS PTE LTD,SG,Investment holding company,SG198100576H,60279940.0,SINGAPORE TECHNOLOGIES ENGINEERING LTD,SG,Engineering services holding company,SG199706274H,6530459.0,,,
14.0,1601199806.0,KOMSTAR - OBYEDINNENYE TELESISTEMY OAO,RU,REGIONALNYI TEKHNICHESKII TSENTR OAO,RU,Acquisition increased from 96.261% to 100%,Completed Assumed,1049.97062023918,41124.0,Komstar - OTS to take full control over RTTs,Acquisition increased from 96.261% to 100%,Completed Assumed,1049.97062023918,REGIONALNYI TEKHNICHESKII TSENTR OAO,RU,Telecommunications services,RU44705018,7795277.0,KOMSTAR - OBYEDINNENYE TELESISTEMY OAO,RU,"Data processing services, Fixed and other telecommunications services holding company, Internet services, Pay television services",RU05834566,6094248.0,,,,,,MINORITY SHAREHOLDERS,,Individuals,,,,,,,,,,
15.0,1633026797.0,"INTERLIFE HOLDINGS CO., LTD",JP,ARK FRONT KK,JP,Acquisition 100%,Completed Assumed,1049.42806170637,41350.0,Interlife Holdings to acquire Ark Front from P Ark Holdings,Acquisition 100%,Completed Assumed,1049.42806170637,ARK FRONT KK,JP,Advertising services,JP2011501015715,54778659.0,"INTERLIFE HOLDINGS CO., LTD",JP,"Advertising agency holding company, Building cleaning holding company, Commercial facility interior design services holding company, Employment placement holding company, Game centre operating holding company, Marketing research holding company, Mobile phone retailer holding company, Real estate development services holding company, Real estate leasing services holding company, Real estate management services holding company",JP4011501016216,98553615.0,,,,,,"P ARK HOLDINGS CO., LTD",JP,Pachinko parlour operator holding company,JP2010001120546,1897346.0,,,,,,,,
16.0,2007811940.0,IBUS NETWORK AND INFRASTRUCTURE PVT LTD,IN,FIREFLY NETWORKS LTD,IN,Acquisition 100%,Completed Assumed,1049.35707256398,45663.0,Bharti Airtel and Vodafone Idea to sell its stake in Firefly Networks to iBus Network and Infrastructure,Acquisition 100%,Completed Assumed,1049.35707256398,FIREFLY NETWORKS LTD,IN,Wifi infrastructure and WLAN provider,IN0011917587,177953365.0,IBUS NETWORK AND INFRASTRUCTURE PVT LTD,IN,Wireless connectivity services provider,IN0003677526,155324168.0,,,,,,BHARTI AIRTEL LTD,IN,"Broadband fibre internet services, Mobile telecommunication services",IN30926FI,12609033.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VODAFONE IDEA LTD,IN,Mobile telecommunications services,IN33329FI,52063025.0,,,,,,,,
17.0,2007191458.0,PJ SERVICES PTE LTD,SG,PANAH JAYA SERVICES SDN BHD,MY,Acquisition increased from 100% to 100%,Completed,1049.25303646356,45117.0,Annica Holdings via PJ Services subscribes shares in Panah Jaya Services,Acquisition increased from 100% to 100%,Completed,1049.25303646356,PANAH JAYA SERVICES SDN BHD,MY,Oilfield parts and equipment trading services,MY171737-T,68789024.0,PJ SERVICES PTE LTD,SG,Oil and gas operations machinery wholesaler,SG198305481C,174905693.0,,,,,,,,,,,,,,,,,,
18.0,1941382191.0,"XIAMEN JINLUN TECHNOLOGY CO., LTD",CN,"LONGYAN QIANGLONG METAL FIBRE CO., LTD",CN,Acquisition increased from 100% to 100%,Completed,1048.24269884259,42614.0,Xiamen Jinlun Technology injects capital into Longyan Qianglong Metal Fibre,Acquisition increased from 100% to 100%,Completed,1048.24269884259,"LONGYAN QIANGLONG METAL FIBRE CO., LTD",CN,Metal fibre manufacturer,CN9360307218,142800088.0,"XIAMEN JINLUN TECHNOLOGY CO., LTD",CN,Metal fibre manufacturer,CN9361348274,147528488.0,,,,,,,,,,,,,,,,,,
19.0,2007656498.0,"SINOTEST EQUIPMENT CO., LTD",CN,"CHANGCHUN ZHONGJI TESTING EQUIPMENT CO., LTD",CN,Acquisition increased from 51.01% to 100%,Completed,1048.07941439154,44190.0,Sinotest Equipment acquires remaining stake in Changchun Zhongji Testing Equipment from Jilin Province Jida Caixing Investment and Jilin Jida Incubator,Acquisition increased from 51.01% to 100%,Completed,1048.07941439154,"CHANGCHUN ZHONGJI TESTING EQUIPMENT CO., LTD",CN,Material performance testing equipment and instrumentation manufacturer,CN9394583922,295119778.0,"SINOTEST EQUIPMENT CO., LTD",CN,"Engineering testing equipment manufacturer, Testing equipment calibration services, Testing equipment repair and maintenance services",CN52995PC,277787464.0,,,,,,"JILIN JIDA INCUBATOR CO., LTD",CN,Technical research and testing services,CN9394430781,334377346.0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"JILIN PROVINCE JIDA CAIXING INVESTMENT CO., LTD",CN,Investment services,CN9394456304,282160469.0,,,,,,,,
20.0,81255.0,SUNBURST MERCHANDISING AG,DE,NASTROVJE POTSDAM,PL,Acquisition remaining 49%,Completed,1288.70292887029,36895.0,Sunburst Merchandising AG has bought Nastrovje Potsdam in a 2.156 million German Deutschmark deal.,Acquisition remaining 49%,Completed,1288.70292887029,NASTROVJE POTSDAM,PL,Fashion and clothes merchandising company,,,SUNBURST MERCHANDISING AG,DE,"Advertising agency, Football merchandising",DE2310129511,6740211.0,,,,,,,,,,,,,,,,,,
21.0,1943196831.0,"ZHEJIANG DAHUA TECHNOLOGY CO., LTD",CN,"ZHEJIANG DAHUA ROBOTIC TECHNOLOGY CO., LTD",CN,Acquisition increased from 51% to 100%,Completed Assumed,1046.45016040112,44751.0,Zhejiang Dahua Technology to acquire remaining stake in Zhejiang Dahua Robotic Technology from Zhejiang Huashi Investment Management,Acquisition increased from 51% to 100%,Completed Assumed,1046.45016040112,"ZHEJIANG DAHUA ROBOTIC TECHNOLOGY CO., LTD",CN,"Photographic devices manufacturer, Robot manufacturer, Wireless and smart communications devices manufacturer",CN9457906795,440235142.0,"ZHEJIANG DAHUA TECHNOLOGY CO., LTD",CN,"CCTV manufacturer, Digital video recorder, video server and web camera manufacturer, Network storage device and keyboard manufacturer",CN31902PC,60861237.0,,,,,,"ZHEJIANG HUASHI INVESTMENT MANAGEMENT CO., LTD",CN,"Investment management services, Investment services",CN9406204656,339168118.0,,,,,,,,
22.0,2007334295.0,TON DONG A CORPORATION,VN,"TON DONG A DA NANG CO., LTD",VN,Acquisition increased from 100% to 100%,Completed Assumed,1046.41915365619,45260.0,Ton Dong A will inject capital into Ton Dong A Da Nang,Acquisition increased from 100% to 100%,Completed Assumed,1046.41915365619,"TON DONG A DA NANG CO., LTD",VN,Galvanised steel product wholesaler,VN0401610098,315335329.0,TON DONG A CORPORATION,VN,Steel and related alloy manufacturer,VN3700255880,319655697.0,,,,,,,,,,,,,,,,,,
23.0,1943164111.0,CHEMFAB ALKALIS LTD,IN,CHEMFAB ALKALIS KARAIKAL LTD,IN,Acquisition increased from 100% to 100%,Completed Assumed,1046.3616049033,44590.0,Chemfab Alkalis to inject fresh capital into Chemfab Alkalis Karaikal,Acquisition increased from 100% to 100%,Completed Assumed,1046.3616049033,CHEMFAB ALKALIS KARAIKAL LTD,IN,"Chemical manufacturer, Power plant operator, Water purification and desalination services",IN0021681812,466446722.0,CHEMFAB ALKALIS LTD,IN,Alkalies manufacturer,IN897168FI,387003084.0,,,,,,,,,,,,,,,,,,
24.0,1907072466.0,REXIT BHD,MY,REWARD-LINK.COM SDN BHD,MY,Acquisition increased from 49% to 100%,Completed,1045.71249928922,41960.0,Rexit acquires remaining stake in Reward-Link.com,Acquisition increased from 49% to 100%,Completed,1045.71249928922,REWARD-LINK.COM SDN BHD,MY,Gateway provider,MY506774-K,236977481.0,REXIT BHD,MY,Insurance and financial services integrated management software developer holding company,MY668114-K,13827784.0,,,,,,KARUNA CAPITAL SDN BHD,MY,Gateway providing holding company,MY561950-T,156068841.0,,,,,,,,
25.0,1941408167.0,"HARBIN YIHUIDA ELECTRIC TECHNOLOGY CO., LTD",CN,"HARBIN XINGSHUN POWER INSTALLATION ENGINEERING CO., LTD",CN,Acquisition increased from 100% to 100%,Completed Assumed,1045.70322952289,44751.0,Harbin Yihuida Electric Technology and Wang Lianmei to inject capital into Harbin Xingshun Power Installation Engineering,Acquisition increased from 100% to 100%,Completed Assumed,1045.70322952289,"HARBIN XINGSHUN POWER INSTALLATION ENGINEERING CO., LTD",CN,"Power engineering contracting and project construction services, Power installation services",CN9381246403,273467276.0,"HARBIN YIHUIDA ELECTRIC TECHNOLOGY CO., LTD",CN,"Electricity meter manufacturer, Substation transformer manufacturer, Switchgear manufacturer",CN41116PC,175131076.0,,,,,,,,,,,,,,,,,,
,,WANG LIANMEI,CN,,,,,,,,,,,,,,,,WANG LIANMEI,CN,Individual,,,,,,,,,,,,,,,,,,,,
26.0,1943081604.0,"CHENGDU HONGQI CHAIN CO., LTD",CN,"CHENGDU HI-TECH DISTRICT HONGQI CHAIN CO., LTD",CN,Acquisition increased from 100% to 100%,Completed Assumed,1044.95991534377,44123.0,Chengdu Hongqi Chain to inject capital in Chengdu Hi-Tech District Hongqi Chain,Acquisition increased from 100% to 100%,Completed Assumed,1044.95991534377,"CHENGDU HI-TECH DISTRICT HONGQI CHAIN CO., LTD",CN,Supermarket operator,CN9365120644,198890666.0,"CHENGDU HONGQI CHAIN CO., LTD",CN,"Convenience store chan operator, Supermarket chain operator",CN40768PC,76502811.0,,,,,,,,,,,,,,,,,,
27.0,143344.0,UNITAB LTD,AU,JUPITERS LTD,AU,Acquisition 100%,Withdrawn,1044.2901898151,37684.0,Jupiters and UNiTab have called off their takeover discussions,Acquisition 100%,Withdrawn,1044.2901898151,JUPITERS LTD,AU,"Gaming and betting services, Online gaming and betting website operator",AU010741045,6531981.0,UNITAB LTD,AU,Betting and gaming services,AU085691738,6739636.0,,,,,,,,,,,,,,,,,,
28.0,1601035775.0,FARA AS,NO,CPT NORDIC AB,SE,Acquisition 100%,Completed Assumed,1044.22682815874,40522.0,Fara is to acquire CPT Nordic,Acquisition 100%,Completed Assumed,1044.22682815874,CPT NORDIC AB,SE,"Printing services, Ticketing and payment systems developer",SE5563219673,6173222.0,FARA AS,NO,Automatic fare collection (AFC) software developer,NO989112007,16686003.0,,,,,,PAYEX HOLDING AB,SE,Payment process services,SE5567142798,59249421.0,,,,,,,,
29.0,1601175933.0,MTG INTERNET RETAILING AB,SE,LEKMER AB,SE,Acquisition 90.01%,Completed,1043.95791473016,40274.0,MTG Internet Retailing acquires a majority stake in Lekmer,Acquisition 90.01%,Completed,1043.95791473016,LEKMER AB,SE,"Online children clothing retailer, Online children shoes retailer, Online children strollers and accessories retailer, Online furniture retailer, Online toys retailer",SE5566988035,35665027.0,MTG INTERNET RETAILING AB,SE,"Online books retailer, Online fashion retailer, Online films retailer, Online games retailer, Online health and sports goods retailer, Online music retailer",SE5560356940,6101834.0,,,,,,,,,,,,,,,,,,
30.0,2007674684.0,HERALD CORPORATION INC.,KR,"HERALD EDU CO., LTD",KR,Acquisition increased from 100% to 100%,Completed,1043.59548913519,45527.0,Herald injects fresh capital into Herald Edu,Acquisition increased from 100% to 100%,Completed,1043.59548913519,"HERALD EDU CO., LTD",KR,Online education services,KR1101113496240,99380379.0,HERALD CORPORATION INC.,KR,"Newspaper publisher, Online school tutoring service provider, Private academy operator",KR1101110154114,46724443.0,,,,,,,,,,,,,,,,,,
31.0,2007366925.0,GRADUS AD,BG,GRADUS - 1 EOOD,BG,Acquisition increased from 100% to 100%,Completed,1043.54650010436,45261.0,Gradus invests into Gradus - 1,Acquisition increased from 100% to 100%,Completed,1043.54650010436,GRADUS - 1 EOOD,BG,Poultry processing services,BG822132592,2212723.0,GRADUS AD,BG,Meat manufacturer,BG204882907,370021476.0,,,,,,,,,,,,,,,,,,
32.0,1907082349.0,FCW HOLDINGS BHD,MY,COSCOLAB SDN BHD,MY,Acquisition increased from 80% to 100%,Completed,1043.4333686948,42013.0,FCW Holdings acquires remaining stake in Coscolab,Acquisition increased from 80% to 100%,Completed,1043.4333686948,COSCOLAB SDN BHD,MY,"Cosmetic product manufacturer, Household cleaning product manufacturer",MY530561-V,46770208.0,FCW HOLDINGS BHD,MY,"Cosmetics and toiletries manufacturing holding company, Diversified holding company, Power and telecommunication cable and wire manufacturing holding company, Property rental service holding company",MY3116-K,7092455.0,,,,,,MR TEO KER-WEI,MY,Individual,,,,,,,,,,
33.0,1601017405.0,ASCOPIAVE SPA,IT,GLOBAL ENERGY SRL,IT,Acquisition increased from 78.73% to 100%,Completed,1043.35465529495,39707.0,Ascopiave acquires Global Energy,Acquisition increased from 78.73% to 100%,Completed,1043.35465529495,GLOBAL ENERGY SRL,IT,Photovoltaic and heating systems developer,IT03364290274,12252237.0,ASCOPIAVE SPA,IT,"Energy power distribution services, Natural gas distribution services provider",IT03916270261,17564534.0,,,,,,,,,,,,,,,,,,
34.0,2007472554.0,SOKTAS TEKSTIL SAN VE TIC AS,TR,EFELER CIFTLIGI TARIM VE HAYVANCILIK AS,TR,Acquisition increased from 84% to 100%,Completed,1043.15379185437,45366.0,Soktas Tekstil San ve Tic acquires remaining stake in Efeler Ciftligi Tarim ve Hayvancilik from Istanbul Portfoy Yonetimi,Acquisition increased from 84% to 100%,Completed,1043.15379185437,EFELER CIFTLIGI TARIM VE HAYVANCILIK AS,TR,Milk production services,TR1733470F,123772791.0,SOKTAS TEKSTIL SAN VE TIC AS,TR,Textile producer,TR90014ET,8300954.0,,,,,,ISTANBUL PORTFOY YONETIMI AS TARIM HAYVANCILIK VE TEKNOLOJI GIRISIM SERMAYESI YATIRIM FONU,TR,Fund,TRLEI1747476,490001523.0,,,,,,,,
35.0,522010.0,EDVANTAGE GROUP AS,NO,OPEN TRAINING SWEDEN AB,SE,Acquisition 100%,Completed,1043.10032596885,39184.0,Edvantage Group acquires Open Training,Acquisition 100%,Completed,1043.10032596885,OPEN TRAINING SWEDEN AB,SE,E-learning services,SE5565606885,6280647.0,EDVANTAGE GROUP AS,NO,Online e-learning solutions services,NO987208325,12449637.0,,,,,,FUTUREMEDIA PLC,GB,"E-learning software developer, Online marketing services",GB01616681,4108352.0,,,,,,,,
36.0,2007668583.0,DISTRIBUZIONE ELETTRICA ADRIATICA SPA,IT,ASPM SORESINA SERVIZI SRL,IT,Acquisition increased from 80% to 100%,Rumour,1043.0353280723,45526.0,DEA may acquire full ownership of ASPM,Acquisition increased from 80% to 100%,Rumour,1043.0353280723,ASPM SORESINA SERVIZI SRL,IT,"Electric power distribution services, Natural gas distribution services",IT01300290192,13747434.0,DISTRIBUZIONE ELETTRICA ADRIATICA SPA,IT,Electric energy distributor,IT02605800420,190023306.0,,,,,,,,,,,,,,,,,,Looking to buy
37.0,2007835955.0,QUALITY AND RELIABILITY APPLICATIONS SA HIGH-TECH INDUSTRY AND TRADE COMPANY,GR,SYSTECOM SA,GR,Acquisition increased from 60% to 100%,Rumour,1042.94462452184,45686.0,Quality & Reliability might acquire the remaining stake in SysteCom,Acquisition increased from 60% to 100%,Rumour,1042.94462452184,SYSTECOM SA,GR,IT Infrastructure and cybersecurity services,GR123819701000,155945682.0,QUALITY AND RELIABILITY APPLICATIONS SA HIGH-TECH INDUSTRY AND TRADE COMPANY,GR,Software integration and cloud applications developer,GR000853601000,5142359.0,,,,,,,,,,,,,,,,,,Looking to buy
38.0,1907013106.0,KAREX BHD,MY,HEVEA MEDICAL SDN BHD,MY,Acquisition 100%,Completed,1042.88471608389,41540.0,Karex acquires Hevea Medical,Acquisition 100%,Completed,1042.88471608389,HEVEA MEDICAL SDN BHD,MY,Condom and latex manufacturer,MY480951-X,156050822.0,KAREX BHD,MY,"Catheter manufacturing holding company, Condom manufacturing holding company",MY1018579-U,168551332.0,,,,,,CAREX INTERNATIONAL LTD,HK,Nonclassifiable establishments,,,,,,,,,,
39.0,57187.0,TARDIS TRANSCOMMUNICATIONS PLC,GB,PLAYSAFE MONITORING LTD,GB,Acquisition 100%,Completed,1042.84914395209,36580.0,Tardis Transcommunications acquires Playsafe Monitoring,Acquisition 100%,Completed,1042.84914395209,PLAYSAFE MONITORING LTD,GB,Manufacturer of electronic data capture equipment,GB03489255,4719674.0,TARDIS TRANSCOMMUNICATIONS PLC,GB,The provision of mobile data communications systems,GB03080903,4507685.0,,,,,,,,,,,,,,,,,,
40.0,460522.0,GORNO-METALLURGICHESKAYA KOMPANIYA NORILSKII NIKEL OAO,RU,NORILSKO-TAIMYRSKAYA ENERGETICHESKAYA KOMPANIYA OAO,RU,Acquisition increased from 51% to 100%,Completed,1042.63970015388,39212.0,Norilsk Nickel takes full control of Norilsko-Taimyrskaya Energeticheskaya Kompaniya,Acquisition increased from 51% to 100%,Completed,1042.63970015388,NORILSKO-TAIMYRSKAYA ENERGETICHESKAYA KOMPANIYA OAO,RU,Electricity distributor,RU75792941,17415710.0,GORNO-METALLURGICHESKAYA KOMPANIYA NORILSKII NIKEL OAO,RU,"Copper ore mining services, Gold mining services, Nickel, palladium and copper mining services, Silver mining services",RU44577806,50503727.0,,,,,,RAO EES ROSSII OAO,RU,"Electricity distribution services holding company, Electricity generating services holding company",RU17230282,16592471.0,,,,,,,,
41.0,2007601692.0,SUNDRAGON SA,PL,RSY SP ZOO,PL,Acquisition increased from 100% to 100%,Completed Assumed,1042.55486606169,45471.0,Sundragon to inject capital into RSY,Acquisition increased from 100% to 100%,Completed Assumed,1042.55486606169,RSY SP ZOO,PL,Automotive engine repair and maintenance services,PL281480456,161799014.0,SUNDRAGON SA,PL,Electrical installation services,PL519608560,78965987.0,,,,,,,,,,,,,,,,,,
42.0,1601441576.0,PANDAM NS DOO,RS,BB MINAQUA AD,RS,Acquisition increased from 89.624% to 100%,Completed,1042.51930492007,41418.0,Pandam NS takes over BB Minaqua,Acquisition increased from 89.624% to 100%,Completed,1042.51930492007,BB MINAQUA AD,RS,"Bottled water manufacturer, Soft drink manufacturer",RS08040800,8766091.0,PANDAM NS DOO,RS,Accounting and auditing services,RS20238518,65868723.0,,,,,,,,,,,,,,,,Serbian Securities Commission,Serbia,
43.0,1907067654.0,"MIJIN SYSTEM CO., LTD",KR,"NITTO-MIJIN CO., LTD",KR,Acquisition increased from 34.796% to 100%,Completed Assumed,1042.45640636846,41912.0,Nitto Kohki to sell stake in Nitto-Mijin to Mijin System,Acquisition increased from 34.796% to 100%,Completed Assumed,1042.45640636846,"NITTO-MIJIN CO., LTD",KR,"Screwdriver manufacturer, Spring balancer, retractor and other lifting equipment manufacturer",KR1345110056405,57377526.0,"MIJIN SYSTEM CO., LTD",KR,"Grinder manufacturer, Rectractor and spring balancer manufacturer, Screw driver manufacturer",KR1349110007707,57382950.0,,,,,,"NITTO KOHKI CO., LTD",JP,"Energy saving machine tools manufacturer, Fluid couplings manufacturer, Hand tool manufacturer, Pump manufacturer",JP3010801009129,51056875.0,,,,,,,,
